Codes,Names,over65,Workingage,Couple_househol_ with_dependent_children,Couple_household_without_dependent_children,One_person_household,Other_multi_person_household,Good_health,Fair_health,Bad_health,No_cars,car1,car2,No_qualifications,Level_1_qualifications,Level_2_qualifications, Apprenticeship,Level_3_qualifications,Level_4_qualifications_and_above,Other_qualifications,Employment Rate,Unemployment Rate,Economically_active_rate,Economically_inactive_rate,lntheft
E01003564,Newham 014B,4.31,72.68,23.5,14.3,17.9,35.4,84.5,10.1,5.4,50.6,38.4,8.9,19.3,9.5,9.2,0.4,8.2,33.6,19.7,47.6,7.9,49.31,25.77,2.5
E01003565,Newham 014C,5.18,72.53,27.6,11.7,17.7,34.7,85.4,9.6,5,55.4,36.1,6.9,18.3,10.6,9.4,0.5,9,32.8,19.4,42.5,9.9,46.95,28.6,0.99
E01003566,Newham 014D,6.53,70.76,18.9,10.1,22.9,32.7,83.3,10.7,6,60.9,30.6,6.7,20.3,11.3,9.2,0.5,9,30,19.7,44.3,9.5,46.48,27.46,4.31
E01003567,Newham 007D,6.53,71.35,20.4,14.6,21.7,30.6,82.5,12.5,4.9,60,30.6,8,21.7,11.6,9.6,0.8,10.1,28,18.3,44.8,13.7,48.57,26.84,2.83
E01003568,Newham 017A,7.12,72.76,21.4,17.3,15.5,35.4,81.5,12.4,6.1,44.8,38.7,14.3,19.4,10.9,11.9,1,10,30,16.8,45.2,11,48.48,28.06,1.56
E01003569,Newham 017B,7.74,74.57,16.7,13,15.3,44.4,82.5,12.1,5.5,55.8,32.2,10,19.9,11.3,8.3,0.4,7.2,34,19.1,41.6,10.7,48.39,31.65,5.16
E01003570,Newham 008C,6.39,72.06,19,13.7,24.4,34.9,82,11.8,6.2,55.9,32.8,9.2,22.6,11.5,10.1,0.9,9.8,27.8,17.3,46,11.7,47.89,28.18,3.13
E01003571,Newham 008D,6.54,71.41,20.8,14.3,15.4,39.4,84.1,9.8,6.1,50.2,38.9,8.2,22.6,10.5,9.3,1.1,9.7,31,15.7,41.3,10.1,44.36,30.57,2.31
E01003572,Newham 008E,7.2,68.75,24.4,12.3,14.1,37.9,83.9,11,5.2,44.2,41,11.4,21.1,12.6,13.4,0.8,11.2,24.5,16.4,44.3,10,43.4,29.62,1.5
E01003573,Newham 017C,6.87,70.52,24,14.6,16.1,35.6,81.2,12.8,6,46.9,38.9,12,23.2,10.8,10.1,0.5,9,29.2,17.3,44.8,11.6,47.49,27.67,2.76
E01003574,Newham 017D,9.4,71.07,17.5,14.8,25.6,31.6,81.7,11.8,6.6,53.4,35.5,7.8,22,10.6,10.2,0.5,9,30.9,16.9,46.5,9.1,47.29,29.2,2.46
E01003575,Newham 005B,5.76,65.22,22.6,15.1,20,25.7,81.3,12.5,6.2,43.6,45,10.2,22.7,13.1,11.1,1.4,10.4,25.3,16,46.1,11.2,42.07,27.09,1.77
E01003576,Newham 002A,8.09,63.51,20,7.6,37,16.8,81.6,11.8,6.6,64.6,30.7,4.1,23.8,14,10.4,0.9,8.8,24.9,17.3,44.5,13.4,42.07,24.92,2.37
E01003577,Newham 005C,8.7,59.58,22.1,9.5,31.2,13.8,80.1,12.2,7.7,58.5,35.2,5.9,26.3,14.9,13.7,0.8,10.1,21.3,12.9,42.5,16.6,37.6,26.77,2.24
E01003578,Newham 003A,3.03,70.01,23.6,8.8,23.3,28.1,84.8,10.8,4.4,62.7,30.4,5.8,19.2,13.5,9.2,0.8,8.4,29.6,19.4,46.7,12.8,47.43,24.33,3.4
E01003579,Newham 004A,6.32,68.05,26.5,11.6,19,29.3,82.3,12,5.7,47.7,39.9,11,25.9,14,9.6,0.5,9.7,25,15.3,44.2,11,42.86,28.86,1.58
E01003580,Newham 005D,6.75,62.91,24.9,12,26.8,17.2,81.2,13.3,5.4,49.1,40.3,8.1,23.4,15.2,12.5,0.9,10,23.3,14.6,45.6,12.8,40.31,26.47,1.47
E01003581,Newham 002B,6.17,69.43,26.3,14.4,13.2,29.4,81.3,12.7,6,49.8,37,9.9,23.2,16.2,12.5,0.6,9.1,22.1,16.2,44.2,13,43.99,29.17,1.69
E01003582,Newham 002C,6.76,65.65,21.8,16.2,21,22.2,81.2,12,6.8,51.5,38.7,7.8,22.7,14,13.1,0.4,9.6,24.4,15.8,42.4,12.2,41.1,29.08,1.72
E01003583,Newham 002D,8.95,65.01,24.3,13.7,18.9,28,80.5,14.8,4.8,47.5,38.2,12.2,21.9,12.8,11.9,1.2,9.7,24.9,17.6,46.7,15.1,45.37,23.4,1.81
E01003584,Newham 003B,7.67,69.71,19.3,15.4,24.1,25.1,83.6,10.9,5.5,40.4,42.8,12.9,18.6,10.3,11.3,1.3,12.4,31.2,14.9,49.7,11.4,47.52,26.44,1.57
E01003585,Newham 004B,7.88,67.25,19.4,17,13.3,38.6,82,11.2,6.8,44.2,39.1,13,22.1,15.3,10.7,0.6,10.8,25.3,15.2,42.3,11.3,43.06,28.93,1.11
E01003586,Newham 003C,6.05,74.7,17.7,14.7,19.3,34,82.3,11.8,5.9,46.6,39.5,11.2,21.9,13.7,10.5,0.5,9.1,29.2,15,45.9,10.9,49.06,29.41,2.27
E01003587,Newham 004C,6.4,70.24,21.6,14.3,23.1,24.9,82.5,11.5,6,52.4,40.6,5.8,19.4,10.1,10.5,0.7,8.9,33.4,16.9,51,9.6,49.1,24.79,3.62
E01003588,Newham 011D,6.55,69.32,21.8,15.9,16.3,34.4,81.9,11.9,6.3,42.7,42.3,11.9,20.9,11.5,10.3,0.8,11.6,27.7,17.2,42,12.1,45.63,27.88,0.11
E01003589,Newham 011E,5.02,69.8,23.8,15.4,19.1,33,85.8,9.7,4.5,44.5,42.8,11.1,19.2,12.4,10.6,1.3,8.1,31.4,16.9,46.8,11.2,45.54,27.15,1.86
E01003590,Newham 003D,12.74,63.37,18.2,10.5,39,15.4,76.4,15.1,8.5,52.4,38.5,8,25.4,11.8,11.4,0.8,9.5,30.1,10.9,52,12.5,44.96,22.38,2.48
E01003591,Newham 004D,5.54,69.76,19.1,13.6,23.2,27.1,82,11.3,6.6,61.4,30.8,7,20,11.3,9.7,0.5,8.9,31,18.5,42.5,12.6,44.97,27.98,3.32
E01003592,Newham 022B,7.38,69.87,21.1,13.3,24,28.1,80.7,13.4,5.9,50.5,40.4,7.6,22.3,9.8,10.1,1.3,10.3,27.9,18.3,53.2,8.1,49.35,24.7,2.38
E01003593,Newham 027D,6.13,70.77,16.3,10.6,32.7,20,81,12.8,6.2,53.3,41.5,4.7,24.7,12.2,13,0.9,10.8,24.2,14.1,47.8,12.8,47.42,26.9,1.96
E01003594,Newham 026A,5.15,71.89,20,15.6,20.7,26.9,81.8,11,7.2,51.3,36.5,10.4,21.6,11.3,11.9,1.1,10,29,15.1,50.6,11.8,49.91,25.27,1.94
E01003595,Newham 026B,10.05,69.26,13.6,11.7,39.4,22.2,80.7,12.5,6.9,63,31.2,4.6,24.9,10.8,10.9,2.2,9.5,25.8,15.8,51,10.6,49.41,24.87,2.41
E01003596,Newham 016B,7.43,69.89,18.4,13.2,27,26.7,81.3,13.2,5.6,54.4,34.8,8.1,21.8,10,10.3,1.1,10.2,30.3,16.2,54.6,9.5,51.1,21.55,2.13
E01003597,Newham 016C,7.2,70.53,21.9,13.1,26.1,29.9,81.8,12.4,5.8,45.3,40.8,10.3,24,11.5,10.9,1.1,12.4,25,15.1,50.7,10.9,48.08,26.42,1.3
E01003598,Newham 021A,5.11,67.58,15.5,10,31.6,19.3,82,11.8,6.3,59.1,36.5,3.6,21.4,12,14.2,0.7,10.7,27.4,13.6,45.4,16.1,45.18,25.14,1.84
E01003599,Newham 022C,7.64,69.03,18.6,10.9,25.6,29.3,81.3,13.5,5.2,59,31.4,8.4,24.5,10.6,12.4,0.3,9.9,26.6,15.7,45.4,11.5,47.49,25.33,1.6
E01003600,Newham 021B,7.87,65.82,20.7,10.7,34.9,17.1,81.5,11.9,6.7,59.4,34.8,4.6,27.8,12,13.5,0.8,9.7,24,12.3,50.3,12.8,46.33,24.25,2.13
E01003601,Newham 028A,6.81,66.53,18.4,14.5,25.2,21,82.9,10.9,6.2,50.4,39.7,8.5,26,14.7,12.9,1.3,10.6,22.7,11.8,50.9,12.6,45.73,24.84,2.83
E01003602,Newham 026C,7.56,71.18,18.2,14.4,20.2,31.4,83.4,11.2,5.4,48.6,38.8,10.1,21.1,13.1,11.7,1.2,9.5,27.4,15.9,57.6,10.1,55.62,20.1,3.1
E01003603,Newham 028B,7.19,66,25.5,17.1,18.3,22.6,84.4,10.3,5.3,44.7,46,6.7,19.6,14,11.4,1.7,8.7,26.7,18,54.2,10.3,50.08,21.11,3.49
E01003604,Newham 031D,4.58,67.3,23.4,12.7,21.5,21.7,84.9,10.5,4.6,49.2,41.1,8.2,22.5,14.3,11.3,1.2,9.8,24.4,16.5,55.3,11.2,47.92,21.93,2.47
E01003605,Newham 028C,7.67,68.09,20.9,13.3,31.4,22.4,81.4,13.6,5,60.1,33.6,5.4,24.9,12.8,10.2,1.2,9.3,25.8,15.7,48.7,9.9,45.74,26.04,2.34
E01003606,Newham 022D,7.62,68.17,22.5,13.8,23.4,26.4,84,10.6,5.4,59.7,31.4,7.6,22.7,11.8,11.7,1,10,25.7,17,50.7,10.4,47.96,23.93,3.29
E01003607,Newham 026D,4.73,71.06,18,14.8,20.5,24.8,83.7,10.6,5.6,59.1,34.5,5,18.6,11.6,14,1.2,10.4,27.5,16.7,54.7,9.7,50.91,22.88,3.39
E01003608,Newham 028D,6.37,68.92,20.3,21,23,21.6,85.9,10.3,3.8,46.9,44.7,7.6,18.2,11,13.3,1.5,9.1,29.7,17.2,59.8,10.6,52.99,19.35,1.57
E01003609,Newham 037A,5.03,71.65,15.7,17.6,27.3,20.7,86.6,9.1,4.3,47.2,44.3,7.6,17.2,9.6,9.8,1.7,10.6,38.6,12.5,60.7,10.2,55.85,18.95,2.81
E01003611,Newham 037C,5.93,63.73,16,11,35.3,13,84.6,9.9,5.5,57.3,36,6,21.9,12.8,13.5,1.4,12.4,26,11.9,51.8,14,45.98,21.41,2.35
E01003615,Newham 013C,8.12,73.3,14.5,16.2,30,28.5,83,12,5,57.2,35,6.7,17.7,9.8,9.5,1.2,10.6,30.1,21.2,57.1,9.7,56.35,21.69,2.76
E01003616,Newham 012A,5.45,79.58,10,17.6,33.3,24.8,81.4,12.3,6.3,59.7,33.4,5,15.2,10.9,10.6,1,10.5,33.5,18.2,57.9,9.4,61.52,21.39,3.24
E01003618,Newham 012C,5.52,80.3,12.9,18.6,27,32.6,86.1,9.5,4.4,60.8,34.5,4.4,13,8.3,9,1,9.2,42.2,17.4,63.1,5.7,62.75,20.61,3.83
E01003619,Newham 012D,5.96,79.9,9.4,14.4,46,20.2,85.2,10.2,4.5,69.1,28.2,2.6,13.2,9.8,11,0.9,12.6,40.6,11.9,56.8,12.3,61.44,21.82,3.69
E01003621,Newham 023C,5.58,67.25,30.8,14.5,12.7,30.5,84.4,11.3,4.3,42.5,44.3,11.1,20.3,13.1,11.9,1,9.1,26.1,18.5,47.3,9.8,44.51,26.09,0.18
E01003622,Newham 023D,6.7,66.03,22.2,13.1,24.8,25.2,83.6,11.2,5.2,53,36.9,8.7,19.6,15.4,13.2,0.9,11.1,27.7,12,47,11.6,44.2,25.23,2.16
E01003623,Newham 023E,7.17,63.23,26.7,12.2,15.9,25.5,82,12.1,6,46.7,41.8,10.2,24,14.7,11.5,0.7,8.8,25.6,14.6,43.3,12.6,40.81,26.47,1.83
E01003624,Newham 024E,7.4,65.99,21.9,17.2,20.1,23.5,80.6,13.3,6.1,48.7,39.1,9.3,22.2,14,11.4,1.7,10.4,25.7,14.6,49.8,9.2,44.56,25.6,1.62
E01003625,Newham 015A,4.83,70.24,21.5,12.4,19.4,33.9,83.8,10.9,5.3,43.2,41.5,13.6,19.5,12,10.1,0.6,8.2,28.8,20.7,47.9,11.7,46.32,26.69,1.42
E01003626,Newham 015B,6.35,71.89,20.2,17.6,13.6,37.6,85.8,10.3,4,40,42.1,14,16.7,10.4,11.2,0.6,8.4,34.4,18.3,50.6,7.3,49.69,26.04,2.24
E01003627,Newham 015C,7.3,72.3,22.9,18.1,16.9,32.9,83.1,12.4,4.5,42.8,41.7,13.2,18.2,11.8,10.5,0.6,9,31.8,18,48.9,10.6,48.85,28.01,1.73
E01003628,Newham 015D,5.53,70.63,26.9,20.7,8.6,34.5,83.9,10.8,5.3,36.4,46.4,14.8,17.4,10.5,10.4,1.1,9.5,35.4,15.8,50.6,9.3,48.41,25.47,1.44
E01003629,Newham 015E,7.36,67.52,28.7,16.4,19.3,27.7,82.4,12.1,5.6,56.1,35.3,7.5,18.8,12.1,9.3,0.9,8.5,29.9,20.6,47.5,10.8,46.17,25.06,1.79
E01003630,Newham 021C,7.26,70.01,15.6,13.5,32.6,23.3,82.2,12,5.7,64.3,29.7,5.2,21.4,12.4,12,1.2,9.6,28.6,14.7,54.8,8.6,49.73,24.52,2.88
E01003631,Newham 020A,6.11,74.07,17.5,20.6,31.2,18.7,83.2,11.2,5.6,59.1,34.7,5.1,18.2,11.4,10.9,1.3,9.3,33.6,15.2,56.7,9.8,56.6,21.51,2.39
E01003632,Newham 020B,7.45,71.38,15.6,17.2,23.4,30.2,84.4,11.2,4.4,52.7,39,6.9,22.3,11.2,10.1,1.3,7.3,28.7,19.1,58.1,7.9,54.45,21.3,2.44
E01003633,Newham 020C,7.06,66.81,18.2,9.2,36.2,17.5,79.6,13.7,6.6,62.8,31.2,4.8,23.2,14,14.5,1.9,10.7,23.9,11.7,47.4,14.3,45.7,25.23,1.77
E01003634,Newham 020D,7.2,70.8,13.6,16.3,25.2,22.6,80.5,12.8,6.7,50.2,41.2,6.5,25.4,11.6,12.9,1.1,10.5,26.5,12.1,49.2,11.8,49.25,25.71,2.5
E01003635,Newham 016D,6.32,77.02,14.7,19.6,20.9,32.6,83.8,11.6,4.7,43.2,41.2,12.3,18,8.6,12.4,0.9,10.4,33.3,16.3,59.9,6.7,58.2,22.93,1.41
E01003636,Newham 020E,6.52,68.71,17.8,13.1,29.5,19.9,82.6,11.1,6.3,61.4,32.9,5.1,21.6,12,11.6,1.4,10.9,27.9,14.7,51.6,11.2,46.92,25.18,2.78
E01003637,Newham 021D,8.04,72.46,17.4,16.7,24.6,30.7,83.3,11.4,5.3,52.1,39.1,6.6,17.3,9.4,11.1,0.7,8.5,35.4,17.6,54.9,8.5,56.6,20.42,1.59
E01003638,Redbridge 017A,15.95,65.18,19.8,25.1,29.8,14.9,79.5,15.3,5.2,33.4,37.1,22.2,23.6,13.9,14.2,2.1,11,26.2,9,55.3,8.8,49.22,23.77,3.08
E01003639,Redbridge 013A,14.11,63.82,21.4,22.1,29.3,12,81.9,13.1,5.1,33.2,42.4,19.7,22.5,12.1,13.9,2.1,9.9,27.7,11.8,59.7,8.5,48.81,22.24,3.24
E01003640,Redbridge 013B,12.25,64.6,26.7,25.8,24.5,11.9,82.6,13.1,4.3,18.7,48.6,27.5,19.5,13.1,15.4,1.8,9.8,30.9,9.5,63.8,5.5,50.42,20.67,1.83
E01003641,Redbridge 013C,9.51,66.96,28.1,26,17.2,17.2,83.2,12.3,4.5,18.7,50.4,23,15.3,13.7,13,1.4,11.6,34.8,10.1,62.6,7.4,52.88,18.9,1.77
E01003642,Redbridge 013D,11.62,62.77,25.6,23.6,19.6,14.9,80.1,14.2,5.8,24.5,48.7,21.8,21,10.9,14.2,1.7,12.1,29.9,10.2,57.8,8.7,45.6,23.54,1.08
E01003643,Redbridge 017B,16.58,60.67,26.4,27,23.6,12.2,81.7,13.1,5.2,21.9,47.1,22.8,22.7,10.8,12,1.9,11.1,32.3,9.2,60.3,6.6,46.32,21.28,0.78
E01003644,Redbridge 017C,12.8,64.79,28.7,30.5,14.9,14.5,83.5,12.6,3.9,16.5,50.2,27.1,17.5,15.4,11.4,0.9,10.1,34.7,10.1,57.2,7.4,47.57,24.46,1.16
E01003645,Redbridge 017D,8.58,66.82,29.5,23.4,21.2,13.3,83.7,10.4,5.9,29.1,52.2,15.9,16.1,11.8,13,1.1,9.7,37.4,10.9,65.8,6.7,52.22,18.2,4.13
E01003646,Redbridge 012A,13.78,65.75,21.2,21.7,30.1,19.2,80.5,13.5,6,30.4,41.6,21,17.6,10.8,12.9,1.4,10.4,35.1,11.8,56.4,8.3,48.26,23.84,3.29
E01003647,Redbridge 015A,12.93,66.69,21.4,30.9,21.4,18.1,82.4,13,4.6,28.1,44,23.2,16.4,10.3,11.2,1.5,11.1,38.1,11.4,60.3,7.5,50.78,22.12,2.06
E01003648,Redbridge 012B,21.02,63.47,19.7,40.5,22.3,11.9,81.9,13.7,4.4,11,44.7,34.5,19.5,13.5,15.4,2.5,9.9,32.1,7.1,61.3,4.7,48.36,24.01,1.02
E01003649,Redbridge 012C,13.84,65.71,28.2,33,13.8,15,82.6,12.6,4.8,15.2,42,32.6,16.2,12,14.2,2.1,10.7,36,8.7,59.8,6.3,50.52,22.9,0.9
E01003650,Redbridge 015B,19.17,59.75,18.4,27.2,28.4,13.1,78.8,15.8,5.4,32.2,40.9,20.9,21.1,12.4,13.7,2.3,10.2,30.4,9.9,58.2,7.3,45.54,22.6,1.78
E01003651,Redbridge 012D,14.89,66.62,28.1,29,20.6,15.9,81.6,13.9,4.4,18.9,36.3,33.7,15.6,11.2,14.1,1.3,10.8,35.6,11.4,61.3,7.5,52.75,20.46,1
E01003652,Redbridge 015C,12.01,65.2,32.6,28.8,15.1,12.4,84.3,11.1,4.6,14.1,43.4,33,15.2,11.5,14.4,1.3,11,38.4,8.2,61.7,5.4,49.77,21.69,1.64
E01003653,Redbridge 015D,11.42,65.87,24.8,23.6,24.2,15.3,82.6,12.3,5.1,32.6,47.5,14.7,16.4,12,12.1,1.4,8.7,34.9,14.5,59.5,7.3,49.22,22.37,3.44
E01003654,Redbridge 004A,13.44,64.94,22.2,26,25.7,11.3,82.3,13,4.7,23.4,49.3,21.4,18.9,12.4,12.9,2.8,10.4,34.8,7.8,63.9,5.2,51.57,20.73,1.35
E01003655,Redbridge 004B,14.04,68.28,20.7,31,29.3,8.6,85,10.6,4.4,21,56.4,17.9,16.3,11.9,14,2.4,8.8,38.6,8,67.9,5.8,57.28,19.21,1.38
E01003656,Redbridge 005A,17.19,64.54,17,24.1,35.8,7.5,77.7,15.8,6.5,29.7,44,20.1,25,15.5,14.4,3.5,11.8,23.8,6,61.8,7.8,50.84,21.56,1.68
E01003657,Redbridge 005B,15.08,65.73,20.1,31.4,29,6.4,84.4,10.7,4.9,17.1,48,26.4,20.9,15.5,14.5,2.6,13,27.7,5.7,65.4,6.6,53.95,21.11,2.4
E01003658,Redbridge 004C,11.46,65.74,15.9,21.9,36.1,9.9,80.8,13,6.2,36.6,46.9,13,23.8,15,13.7,2,8.7,26.9,9.9,60.3,8.5,50.15,21.65,2.44
E01003659,Redbridge 005C,11.52,66.71,27,28.4,23.8,6.9,86.6,9.5,3.8,13.2,51.9,26.8,17.6,14.7,16.2,4.3,11.5,28.3,7.3,68.3,5.9,55.49,17.68,1.58
E01003660,Redbridge 004D,11,70.14,27.1,30.8,23.1,6.6,88.1,9.1,2.8,13.3,51.9,26.2,16.9,15.4,14.9,2.7,13.6,29.8,6.6,72,4.7,58.5,16.71,0.56
E01003661,Redbridge 019A,12.66,65.99,25.7,28,21,11.2,83.1,12.1,4.8,22.6,45.8,24.6,20.1,14,14.6,2.9,11.6,28.2,8.6,60.9,7.8,50.34,21.24,0.95
E01003662,Redbridge 019B,9.47,67.03,20.2,21.3,32.4,12,84.5,11.6,3.9,40.1,44.9,12.7,18.1,14.1,15,2,11.1,29.2,10.5,62,7.7,51.75,19.53,2.85
E01003663,Redbridge 019C,22.83,55.21,21.6,27.9,31.4,10.1,75.8,17.9,6.3,23.9,47.1,22.1,30.5,13,13.1,2.4,11.2,20.6,9.2,57.3,8.2,41.55,20.36,1.35
E01003665,Redbridge 019E,10.56,63.11,31.9,27.6,16.6,11.7,85.4,11.1,3.5,18.1,47.4,28.7,17.5,18,14.6,3.5,11.4,28.3,6.7,63,5.6,49.15,19.48,1.11
E01003666,Redbridge 019F,4.96,67.29,22.5,13.8,34.8,8.4,85.9,11.2,2.9,39,47.7,11.6,14.7,15.8,15.1,1.6,11.3,31.1,10.4,64.8,9.9,53,16.83,2.74
E01003668,Redbridge 007A,14.98,70.22,15.6,31.8,38,10.9,84.3,11.8,3.9,27.2,51.5,17.6,13.7,7.9,10.3,1.2,11.7,48.6,6.6,74.8,4.8,60.48,15.1,2.77
E01003669,Redbridge 007B,9.82,70.29,28.7,32.2,24.9,8.3,89.4,7.6,3,15.3,51,26.6,9.8,9.8,13.4,2.4,11.4,48.4,4.7,73.1,2.4,58.84,17.21,3.55
E01003670,Redbridge 007C,13.3,65.17,27.2,30.3,24.4,8,87,10.3,2.7,20.3,46.6,25.6,12.8,12.8,15.4,2.9,10.1,40,6,68.5,5.9,54.48,17.65,2
E01003671,Redbridge 007D,13.24,66.14,33,35.7,18.3,4.7,89.1,8.2,2.7,10.3,48.6,33,13.1,11,16.5,2.7,12.3,40.5,3.8,71.6,3.3,56.82,16.63,1.18
E01003672,Redbridge 007E,15.17,65.66,14.6,21.6,43,9,80.3,13.7,6,41.7,45.1,11.3,17.9,11.1,13.2,1,9.9,41.6,5.3,68.3,7.3,53.71,16.78,2.21
E01003673,Redbridge 007F,8.49,73.4,21.4,32.1,29.4,9.5,88.7,8.7,2.6,22.8,53.6,21,8.8,10.4,12.4,1.5,9.1,52.3,5.6,76.3,4,64.17,14.74,1.62
E01003674,Redbridge 007G,9.68,75.2,17.9,27.3,38.2,10.5,87.4,8.2,4.4,30.1,54,13.1,11.4,9.6,10.7,1.5,10.1,49.2,7.4,76.2,4.5,65.24,14.28,3.76
E01003675,Redbridge 036A,14.76,62.38,26.1,25.7,17.1,22.7,83.4,12.3,4.3,20.8,45.3,26.1,15.2,12.1,10.2,1.3,9.2,37.9,14.2,60.3,7.4,48.61,21.12,2.56
E01003676,Redbridge 036B,12.96,64.38,30.1,27.7,15.2,19,81.5,12.7,5.9,15.8,43.4,30.5,15.4,10.3,13.8,1.2,11.2,36.4,11.6,59.4,7.6,48.58,22.6,0.86
E01003677,Redbridge 036C,19.59,60.5,25.5,39.1,14.6,14.6,80.3,13.4,6.3,12.1,43.3,33.4,21.1,12.2,12.3,2.6,10.4,31.4,10,57.7,6.7,46.61,24.24,2.74
E01003678,Redbridge 036D,12.71,64.3,29.6,31.9,11.3,16.5,84.5,11.4,4,9.4,39.2,38.4,13.6,11.5,14.3,1.3,12.5,36.8,10,62.6,4.4,49.1,22.62,0.91
E01003679,Redbridge 036E,14.07,67,26,34.1,15,17.2,82.2,12.8,4.9,8.5,33.9,38.3,17,11.9,13.5,1.9,12.3,34.9,8.5,61.3,7.4,51.76,21.96,1.13
E01003680,Redbridge 036F,11.55,64.73,32.2,30.9,9.9,15.6,85.7,10.7,3.6,11.2,39.2,36.4,16.7,13.3,17.2,1.5,12.2,28,11.1,62.5,5.6,50.4,21.19,1.13
E01003681,Redbridge 036G,17.62,61.5,22.4,22.8,30.5,12.3,79.5,13.4,7.1,26.2,43.5,23.1,21.9,11.4,13.6,2.3,10,31.3,9.6,58.4,6.6,46.2,23.1,2.03
E01003682,Redbridge 036H,11.44,65.33,30.8,29,14,17.6,84.2,11.9,4,8.7,48.5,29.8,14.2,12,15.4,1.4,10,35.9,11.1,61.9,5.1,49.41,21.7,0.16
E01003683,Redbridge 030A,7.37,61.66,27.6,16.7,14.1,23.3,84.1,10.6,5.2,31.2,49.3,14.9,18.5,12.8,11.8,1.6,10.5,26.7,18.2,48,11.4,40.95,25.28,1.03
E01003684,Redbridge 030B,7.81,62.08,28.6,19.6,15.7,21.6,84.6,11,4.4,25.8,49.4,20.6,20.2,13.7,11.5,1.4,9.7,27.5,15.9,51.7,10.3,42.19,24.1,0.81
E01003685,Redbridge 030C,7.68,66.96,25,17.9,13.4,28.1,83,12,5,34.3,43.9,17.1,17.9,10.7,13.5,0.4,10.1,29.2,18.1,46.5,9.2,44.02,27.39,2.23
E01003686,Redbridge 030D,8.15,64.45,26.6,21.4,13.3,23.3,84.3,9.5,6.1,31.7,40,20.5,18,12.1,12.8,1.1,11.4,29.1,15.5,50.6,9.2,43.49,25.31,2.1
E01003688,Redbridge 030F,8.59,67.46,21.1,19.2,20.1,27.6,82.4,12,5.6,39.8,37.8,13,21.3,12.3,11.2,0.6,8.7,30.2,15.7,48.6,9.5,43.79,29.16,2.63
E01003690,Redbridge 035A,18.76,64.76,17.4,28.1,28.8,17.1,78.5,15.1,6.4,41.8,34.9,16.4,23.6,8.6,8.3,1.3,10.4,36.7,11.1,57,8.8,47.87,22.91,3.61
E01003691,Redbridge 035B,8.93,66.53,24.2,20.1,19.1,22.5,85,9.2,5.8,23,40.2,27.4,14.3,11.9,12.2,0.9,9.4,36.5,14.7,53.3,11.1,47,24.97,1.25
E01003692,Redbridge 035C,12.12,64.57,23.8,24.8,19,19.4,82.4,12.6,5,23.8,48.9,22.2,17.1,10.2,12.5,0.7,10.2,38.1,11.1,55,8.1,45.92,25.25,1.14
E01003693,Redbridge 035D,12.13,68.27,24.6,29.2,14.2,23.2,82.7,12.7,4.7,12.8,41.5,31.3,16.6,12.5,12.9,1,11.2,36.7,9,55.6,6.5,48.28,27.77,1.65
E01003694,Redbridge 035E,15.05,65.94,21.4,28.1,21.7,19.2,80.6,14.3,5.1,24.1,38.2,25.2,18.7,10.7,12.7,1.3,9.3,36,11.4,55.2,6.8,46.58,27.63,0.31
E01003695,Redbridge 035F,10.96,68.95,21.9,23.2,28.3,18.4,80.9,13.6,5.5,35.8,39.9,18,16.1,12,10.3,1.6,9.2,37.4,13.5,52.6,11.7,48.86,27.14,2.21
E01003696,Redbridge 035G,13.27,67.08,20.6,20.7,18.9,31.5,85.5,11,3.5,24.1,45.4,23.6,18,8.1,15.8,0.9,9.7,35.7,11.8,55,4.8,46.88,26.48,1.67
E01003697,Redbridge 035H,10.86,66.99,25,23.2,18.1,24,83.9,11.3,4.8,21.5,38,29.3,15.1,11.3,11.1,0.8,8.6,41,12.1,61.9,7.4,51.72,20.74,3.8
E01003698,Redbridge 006A,13.5,66.28,25.2,34.7,19.3,8.5,84.9,10.5,4.6,16.6,43.9,30.1,19.3,18.3,15.2,3.4,14,23.1,6.7,66.1,4.6,53.72,20.51,1.28
E01003699,Redbridge 006B,15.34,65.58,18.4,30.3,31.8,7.7,81.7,12.7,5.6,21.5,48.5,22.7,22.4,14.1,15.6,2.7,11.8,26.4,6.9,70.1,4.5,55.41,18.23,2.6
E01003700,Redbridge 006C,13.53,65.94,21.2,28,28.3,9,82.1,12.3,5.7,20.1,48.5,23.6,23,15.9,16,2.4,10.8,25.1,6.8,62.5,6.1,50.49,22.77,2.45
E01003701,Redbridge 006D,13.48,63.93,24.3,26,21.1,16.1,82.8,12.5,4.7,24.4,47.9,22,21.1,14.1,14.2,2.1,10.3,25.8,12.4,60.5,7.2,48.94,21.64,3.76
E01003702,Redbridge 006E,13.09,68.21,17.5,23.4,39.2,7.9,81.5,12.5,6,27.6,52.6,16,23.1,14.4,15.1,2.3,10.3,25.6,9.3,66.6,6.2,54.81,20.86,1.6
E01003703,Redbridge 006F,10.4,67.57,23.9,28.9,27.2,8.7,85.6,10.4,4,13.9,42,34.7,19,15.9,16.9,2.3,10.2,28.6,7.2,64.3,6.8,52.86,21.23,1.65
E01003704,Redbridge 006G,13.8,64.49,19.7,23.6,27.6,10.5,80.2,13.3,6.5,29.3,47,17.6,20.8,16.3,16.7,2.7,11.6,22.2,9.8,58.5,9.3,49.26,23.2,2.78
