LSOA11CD,LSOA11NM,crime_sum
E01002762,Islington 011C,212
E01002763,Islington 007D,201
E01002764,Islington 010A,158
E01002765,Islington 015D,355
E01002766,Islington 015E,165
E01002767,Islington 011D,177
E01002768,Islington 004A,158
E01002769,Islington 008A,169
E01002770,Islington 004B,720
E01002771,Islington 004C,137
E01002772,Islington 002F,260
E01002773,Islington 004D,112
E01002774,Islington 004E,202
E01002775,Islington 014D,126
E01002776,Islington 014E,143
E01002777,Islington 012A,145
E01002778,Islington 012B,163
E01002779,Islington 012C,218
E01002780,Islington 014F,120
E01002781,Islington 012D,106
E01002782,Islington 012E,125
E01002783,Islington 010B,176
E01002784,Islington 010C,143
E01002785,Islington 008B,194
E01002786,Islington 010D,175
E01002787,Islington 010E,80
E01002788,Islington 008C,121
E01002789,Islington 008D,141
E01002790,Islington 016D,197
E01002791,Islington 016E,181
E01002792,Islington 017E,236
E01002793,Islington 016F,205
E01002794,Islington 020B,805
E01002795,Islington 013D,518
E01002796,Islington 013E,81
E01002797,Islington 018B,232
E01002798,Islington 018C,200
E01002799,Islington 018D,159
E01002800,Islington 018E,139
E01002801,Islington 020C,254
E01002802,Islington 020D,96
E01002803,Islington 020E,653
E01002804,Islington 001D,216
E01002805,Islington 003B,247
E01002806,Islington 003C,129
E01002807,Islington 001E,184
E01002808,Islington 003D,153
E01002809,Islington 003E,158
E01002810,Islington 003F,170
E01002811,Islington 001F,139
E01002812,Kensington and Chelsea 013A,100
E01002813,Kensington and Chelsea 011A,130
E01002814,Kensington and Chelsea 015A,303
E01002815,Kensington and Chelsea 011B,71
E01002816,Kensington and Chelsea 011C,108
E01002817,Kensington and Chelsea 011D,226
E01002818,Kensington and Chelsea 012A,1009
E01002819,Kensington and Chelsea 012B,689
E01002820,Kensington and Chelsea 016A,281
E01002821,Kensington and Chelsea 014A,381
E01002822,Kensington and Chelsea 016B,113
E01002823,Kensington and Chelsea 014B,113
E01002824,Kensington and Chelsea 008A,95
E01002825,Kensington and Chelsea 008B,188
E01002826,Kensington and Chelsea 008C,315
E01002827,Kensington and Chelsea 008D,260
E01002828,Kensington and Chelsea 008E,108
E01002829,Kensington and Chelsea 004A,203
E01002830,Kensington and Chelsea 004B,280
E01002831,Kensington and Chelsea 004C,502
E01002832,Kensington and Chelsea 004D,368
E01002833,Kensington and Chelsea 007A,385
E01002834,Kensington and Chelsea 013B,138
E01002835,Kensington and Chelsea 016C,456
E01002836,Kensington and Chelsea 016D,124
E01002837,Kensington and Chelsea 016E,60
E01002838,Kensington and Chelsea 020A,82
E01002839,Kensington and Chelsea 013C,179
E01002840,Kensington and Chelsea 021A,137
E01002841,Kensington and Chelsea 021B,174
E01002842,Kensington and Chelsea 021C,40
E01002843,Kensington and Chelsea 021D,247
E01002844,Kensington and Chelsea 019A,165
E01002845,Kensington and Chelsea 019B,112
E01002846,Kensington and Chelsea 017A,131
E01002847,Kensington and Chelsea 015B,169
E01002848,Kensington and Chelsea 015C,158
E01002849,Kensington and Chelsea 017B,133
E01002850,Kensington and Chelsea 013D,394
E01002851,Kensington and Chelsea 015D,252
E01002852,Kensington and Chelsea 001A,403
E01002853,Kensington and Chelsea 001B,136
E01002854,Kensington and Chelsea 001C,223
E01002855,Kensington and Chelsea 001D,258
E01002856,Kensington and Chelsea 004E,233
E01002857,Kensington and Chelsea 001E,132
E01002858,Kensington and Chelsea 014C,139
E01002859,Kensington and Chelsea 012C,402
E01002860,Kensington and Chelsea 012D,191
E01002861,Kensington and Chelsea 014D,189
E01002862,Kensington and Chelsea 014E,80
E01002863,Kensington and Chelsea 012E,113
E01002864,Kensington and Chelsea 009A,164
E01002865,Kensington and Chelsea 011E,178
E01002866,Kensington and Chelsea 009B,118
E01002867,Kensington and Chelsea 009C,227
E01002868,Kensington and Chelsea 009D,81
E01002869,Kensington and Chelsea 009E,160
E01002870,Kensington and Chelsea 005A,229
E01002871,Kensington and Chelsea 007B,226
E01002872,Kensington and Chelsea 005B,104
E01002873,Kensington and Chelsea 007C,138
E01002874,Kensington and Chelsea 007D,112
E01002875,Kensington and Chelsea 007E,113
E01002876,Kensington and Chelsea 003A,150
E01002877,Kensington and Chelsea 003B,288
E01002878,Kensington and Chelsea 003C,288
E01002879,Kensington and Chelsea 005C,160
E01002880,Kensington and Chelsea 005D,170
E01002881,Kensington and Chelsea 005E,92
E01002882,Kensington and Chelsea 006A,193
E01002883,Kensington and Chelsea 006B,366
E01002884,Kensington and Chelsea 006C,385
E01002885,Kensington and Chelsea 006D,140
E01002886,Kensington and Chelsea 006E,202
E01002887,Kensington and Chelsea 010A,117
E01002888,Kensington and Chelsea 013E,115
E01002889,Kensington and Chelsea 010B,417
E01002890,Kensington and Chelsea 010C,90
E01002891,Kensington and Chelsea 010D,91
E01002892,Kensington and Chelsea 010E,153
E01002893,Kensington and Chelsea 017C,113
E01002894,Kensington and Chelsea 017D,145
E01002895,Kensington and Chelsea 020B,148
E01002896,Kensington and Chelsea 020C,120
E01002897,Kensington and Chelsea 020D,116
E01002898,Kensington and Chelsea 017E,105
E01002899,Kensington and Chelsea 018A,161
E01002900,Kensington and Chelsea 018B,115
E01002901,Kensington and Chelsea 018C,72
E01002902,Kensington and Chelsea 018D,395
E01002903,Kensington and Chelsea 018E,185
E01002904,Kensington and Chelsea 002A,80
E01002905,Kensington and Chelsea 002B,137
E01002906,Kensington and Chelsea 002C,326
E01002907,Kensington and Chelsea 002D,71
E01002908,Kensington and Chelsea 003D,130
E01002909,Kensington and Chelsea 003E,228
E01002910,Kensington and Chelsea 019C,98
E01002911,Kensington and Chelsea 019D,277
E01002912,Kensington and Chelsea 020E,318
E01002913,Kensington and Chelsea 021E,162
E01002914,Kensington and Chelsea 019E,246
E01002915,Kingston upon Thames 014A,25
E01002916,Kingston upon Thames 014B,61
E01002917,Kingston upon Thames 014C,32
E01002918,Kingston upon Thames 017A,44
E01002919,Kingston upon Thames 017B,195
E01002920,Kingston upon Thames 014D,48
E01002921,Kingston upon Thames 011A,95
E01002922,Kingston upon Thames 010A,55
E01002923,Kingston upon Thames 013A,119
E01002924,Kingston upon Thames 014E,32
E01002925,Kingston upon Thames 013B,85
E01002926,Kingston upon Thames 010B,55
E01002927,Kingston upon Thames 008A,64
E01002928,Kingston upon Thames 008B,116
E01002929,Kingston upon Thames 007A,91
E01002930,Kingston upon Thames 007B,351
E01002931,Kingston upon Thames 007C,108
E01002932,Kingston upon Thames 006A,147
E01002933,Kingston upon Thames 004A,96
E01002934,Kingston upon Thames 004B,74
E01002935,Kingston upon Thames 003A,101
E01002937,Kingston upon Thames 004D,79
E01002938,Kingston upon Thames 003B,78
E01002939,Kingston upon Thames 018A,177
E01002940,Kingston upon Thames 020A,45
E01002941,Kingston upon Thames 018B,118
E01002942,Kingston upon Thames 018C,38
E01002943,Kingston upon Thames 020B,59
E01002944,Kingston upon Thames 019A,50
E01002945,Kingston upon Thames 019B,46
E01002946,Kingston upon Thames 019C,47
E01002947,Kingston upon Thames 019D,57
E01002948,Kingston upon Thames 020C,220
E01002949,Kingston upon Thames 020D,95
E01002950,Kingston upon Thames 020E,86
E01002951,Kingston upon Thames 003C,48
E01002952,Kingston upon Thames 002A,61
E01002953,Kingston upon Thames 002B,86
E01002954,Kingston upon Thames 003D,189
E01002955,Kingston upon Thames 002C,105
E01002956,Kingston upon Thames 002D,88
E01002957,Kingston upon Thames 003E,79
E01002958,Kingston upon Thames 008C,30
E01002959,Kingston upon Thames 002E,38
E01002960,Kingston upon Thames 006B,69
E01002961,Kingston upon Thames 008D,54
E01002962,Kingston upon Thames 006C,55
E01002963,Kingston upon Thames 007D,47
E01002964,Kingston upon Thames 005A,350
E01002965,Kingston upon Thames 009A,199
E01002966,Kingston upon Thames 010C,88
E01002967,Kingston upon Thames 009B,72
E01002968,Kingston upon Thames 009C,2824
E01002969,Kingston upon Thames 005B,152
E01002970,Kingston upon Thames 006D,107
E01002971,Kingston upon Thames 005C,106
E01002972,Kingston upon Thames 005D,173
E01002973,Kingston upon Thames 006E,90
E01002974,Kingston upon Thames 005E,106
E01002975,Kingston upon Thames 012A,126
E01002976,Kingston upon Thames 015A,22
E01002977,Kingston upon Thames 012B,84
E01002978,Kingston upon Thames 015B,80
E01002979,Kingston upon Thames 015C,42
E01002980,Kingston upon Thames 012C,41
E01002981,Kingston upon Thames 012D,24
E01002982,Kingston upon Thames 015D,41
E01002983,Kingston upon Thames 015E,77
E01002984,Kingston upon Thames 012E,78
E01002985,Kingston upon Thames 007E,71
E01002986,Kingston upon Thames 008E,66
E01002987,Kingston upon Thames 011B,394
E01002988,Kingston upon Thames 011C,90
E01002989,Kingston upon Thames 011D,63
E01002990,Kingston upon Thames 009D,53
E01002991,Kingston upon Thames 009E,45
E01002992,Kingston upon Thames 010D,33
E01002993,Kingston upon Thames 013C,43
E01002994,Kingston upon Thames 016A,40
E01002995,Kingston upon Thames 013D,26
E01002996,Kingston upon Thames 016B,64
E01002997,Kingston upon Thames 016C,70
E01002998,Kingston upon Thames 016D,62
E01002999,Kingston upon Thames 013E,84
E01003000,Kingston upon Thames 017C,132
E01003001,Kingston upon Thames 017D,87
E01003002,Kingston upon Thames 016E,134
E01003003,Kingston upon Thames 017E,252
E01003004,Kingston upon Thames 018D,78
E01003005,Kingston upon Thames 018E,68
E01003006,Kingston upon Thames 001A,61
E01003007,Kingston upon Thames 001B,56
E01003008,Kingston upon Thames 001C,51
E01003009,Kingston upon Thames 001D,71
E01003010,Kingston upon Thames 001E,63
E01003011,Kingston upon Thames 004E,101
E01003013,Lambeth 036A,1155
E01003014,Lambeth 036B,207
E01003015,Lambeth 002A,101
E01003016,Lambeth 036C,333
E01003017,Lambeth 036D,354
E01003018,Lambeth 020A,375
E01003019,Lambeth 015A,182
E01003020,Lambeth 016A,386
E01003021,Lambeth 021A,211
E01003022,Lambeth 021B,112
E01003023,Lambeth 021C,216
E01003024,Lambeth 021D,147
E01003025,Lambeth 021E,113
E01003026,Lambeth 019A,246
E01003027,Lambeth 019B,90
E01003028,Lambeth 019C,74
E01003029,Lambeth 017A,147
E01003030,Lambeth 019D,189
E01003031,Lambeth 023A,83
E01003032,Lambeth 017B,236
E01003033,Lambeth 019E,100
E01003034,Lambeth 012A,101
E01003035,Lambeth 012B,695
E01003036,Lambeth 012C,98
E01003037,Lambeth 013A,241
E01003038,Lambeth 013B,99
E01003039,Lambeth 013C,395
E01003040,Lambeth 013D,113
E01003041,Lambeth 017C,380
E01003042,Lambeth 013E,82
E01003043,Lambeth 018A,140
E01003044,Lambeth 018B,33
E01003045,Lambeth 011A,155
E01003046,Lambeth 009A,101
E01003047,Lambeth 011B,1616
E01003048,Lambeth 009B,163
E01003049,Lambeth 011C,155
E01003050,Lambeth 016B,258
E01003051,Lambeth 018C,252
E01003052,Lambeth 016C,250
E01003053,Lambeth 015B,215
E01003054,Lambeth 015C,181
E01003055,Lambeth 016D,559
E01003056,Lambeth 015D,131
E01003057,Lambeth 017D,141
E01003058,Lambeth 015E,144
E01003059,Lambeth 011D,172
E01003060,Lambeth 011E,110
E01003061,Lambeth 011F,468
E01003062,Lambeth 033A,214
E01003063,Lambeth 033B,102
E01003064,Lambeth 028A,99
E01003065,Lambeth 031A,149
E01003066,Lambeth 028B,156
E01003067,Lambeth 033C,116
E01003068,Lambeth 031B,130
E01003069,Lambeth 033D,87
E01003070,Lambeth 033E,105
E01003071,Lambeth 018D,186
E01003072,Lambeth 014A,80
E01003073,Lambeth 014B,178
E01003074,Lambeth 018E,364
E01003075,Lambeth 009C,112
E01003076,Lambeth 014C,431
E01003077,Lambeth 014D,104
E01003078,Lambeth 014E,92
E01003079,Lambeth 027A,214
E01003080,Lambeth 027B,80
E01003081,Lambeth 028C,212
E01003082,Lambeth 031C,88
E01003083,Lambeth 030A,79
E01003084,Lambeth 030B,84
E01003085,Lambeth 030C,75
E01003086,Lambeth 031D,122
E01003087,Lambeth 031E,120
E01003088,Lambeth 010A,115
E01003089,Lambeth 008A,175
E01003090,Lambeth 012D,441
E01003091,Lambeth 008B,78
E01003092,Lambeth 008C,130
E01003093,Lambeth 010B,200
E01003094,Lambeth 010C,103
E01003095,Lambeth 012E,139
E01003096,Lambeth 010D,317
E01003097,Lambeth 006A,110
E01003098,Lambeth 005A,101
E01003099,Lambeth 005B,296
E01003100,Lambeth 005C,210
E01003101,Lambeth 003A,197
E01003102,Lambeth 004A,611
E01003104,Lambeth 004C,130
E01003105,Lambeth 003B,103
E01003106,Lambeth 003C,176
E01003107,Lambeth 003D,178
E01003108,Lambeth 002B,134
E01003109,Lambeth 003E,614
E01003110,Lambeth 002C,146
E01003111,Lambeth 002D,78
E01003112,Lambeth 002E,159
E01003113,Lambeth 032A,168
E01003114,Lambeth 032B,293
E01003115,Lambeth 034A,138
E01003116,Lambeth 029A,69
E01003117,Lambeth 029B,186
E01003118,Lambeth 029C,359
E01003119,Lambeth 032C,155
E01003120,Lambeth 032D,269
E01003121,Lambeth 006B,57
E01003122,Lambeth 004D,171
E01003123,Lambeth 006C,110
E01003124,Lambeth 006D,101
E01003125,Lambeth 006E,99
E01003126,Lambeth 008D,138
E01003127,Lambeth 010E,228
E01003128,Lambeth 008E,216
E01003129,Lambeth 004E,178
E01003130,Lambeth 026A,160
E01003131,Lambeth 026B,264
E01003132,Lambeth 024A,124
E01003133,Lambeth 027C,155
E01003134,Lambeth 027D,105
E01003135,Lambeth 026C,96
E01003136,Lambeth 022A,71
E01003137,Lambeth 022B,118
E01003138,Lambeth 026D,89
E01003139,Lambeth 035A,103
E01003140,Lambeth 035B,63
E01003141,Lambeth 034B,90
E01003142,Lambeth 035C,52
E01003143,Lambeth 035D,71
E01003144,Lambeth 034C,414
E01003145,Lambeth 034D,143
E01003146,Lambeth 035E,87
E01003147,Lambeth 034E,127
E01003148,Lambeth 032E,102
E01003149,Lambeth 030D,72
E01003150,Lambeth 032F,122
E01003151,Lambeth 026E,115
E01003152,Lambeth 027E,120
E01003153,Lambeth 029D,194
E01003154,Lambeth 030E,145
E01003155,Lambeth 029E,127
E01003156,Lambeth 023B,73
E01003157,Lambeth 023C,69
E01003158,Lambeth 023D,61
E01003159,Lambeth 022C,98
E01003160,Lambeth 022D,85
E01003161,Lambeth 023E,68
E01003162,Lambeth 022E,125
E01003163,Lambeth 023F,93
E01003164,Lambeth 025A,235
E01003165,Lambeth 025B,128
E01003166,Lambeth 028D,258
E01003167,Lambeth 028E,89
E01003168,Lambeth 025C,111
E01003169,Lambeth 025D,245
E01003170,Lambeth 025E,170
E01003171,Lambeth 020B,94
E01003172,Lambeth 024B,245
E01003173,Lambeth 020C,109
E01003174,Lambeth 024C,142
E01003175,Lambeth 024D,90
E01003176,Lambeth 016E,216
E01003177,Lambeth 020D,201
E01003178,Lambeth 020E,124
E01003179,Lambeth 024E,116
E01003180,Lambeth 005D,101
E01003181,Lambeth 007A,103
E01003182,Lambeth 009D,147
E01003183,Lambeth 005E,166
E01003184,Lambeth 007B,80
E01003185,Lambeth 007C,146
E01003186,Lambeth 007D,284
E01003187,Lambeth 007E,161
E01003188,Lambeth 009E,110
E01003189,Lewisham 034A,147
E01003190,Lewisham 034B,252
E01003191,Lewisham 034C,115
E01003192,Lewisham 034D,137
E01003193,Lewisham 029A,324
E01003194,Lewisham 029B,148
E01003195,Lewisham 029C,66
E01003196,Lewisham 029D,196
E01003197,Lewisham 029E,101
E01003198,Lewisham 009A,61
E01003199,Lewisham 007A,325
E01003200,Lewisham 009B,225
E01003201,Lewisham 007B,155
E01003202,Lewisham 009C,102
E01003203,Lewisham 009D,235
E01003204,Lewisham 007C,112
E01003205,Lewisham 007D,88
E01003206,Lewisham 007E,62
E01003207,Lewisham 005A,215
E01003209,Lewisham 005B,134
E01003210,Lewisham 005C,209
E01003211,Lewisham 008B,164
E01003212,Lewisham 005D,132
E01003213,Lewisham 008C,139
E01003214,Lewisham 008D,215
E01003215,Lewisham 005E,314
E01003216,Lewisham 025A,124
E01003217,Lewisham 022A,50
E01003218,Lewisham 022B,72
E01003219,Lewisham 025B,89
E01003220,Lewisham 022C,119
E01003221,Lewisham 025C,208
E01003222,Lewisham 022D,88
E01003223,Lewisham 025D,158
E01003224,Lewisham 022E,89
E01003225,Lewisham 015A,83
E01003226,Lewisham 019A,129
E01003227,Lewisham 019B,58
E01003228,Lewisham 019C,79
E01003229,Lewisham 019D,177
E01003230,Lewisham 019E,152
E01003231,Lewisham 015B,122
E01003232,Lewisham 015C,75
E01003233,Lewisham 015D,62
E01003235,Lewisham 038A,115
E01003236,Lewisham 037A,117
E01003237,Lewisham 037B,184
E01003238,Lewisham 037C,104
E01003239,Lewisham 037D,99
E01003240,Lewisham 038B,113
E01003241,Lewisham 038C,121
E01003243,Lewisham 038D,186
E01003244,Lewisham 001A,131
E01003245,Lewisham 001B,103
E01003246,Lewisham 002A,198
E01003247,Lewisham 001C,155
E01003248,Lewisham 002B,178
E01003249,Lewisham 001D,88
E01003250,Lewisham 001E,178
E01003251,Lewisham 002C,159
E01003252,Lewisham 002D,113
E01003253,Lewisham 002E,223
E01003254,Lewisham 021A,93
E01003255,Lewisham 021B,265
E01003256,Lewisham 028A,225
E01003257,Lewisham 028B,66
E01003258,Lewisham 028C,84
E01003259,Lewisham 028D,144
E01003260,Lewisham 021C,101
E01003261,Lewisham 021D,82
E01003262,Lewisham 021E,82
E01003263,Lewisham 023A,135
E01003264,Lewisham 031A,103
E01003265,Lewisham 031B,106
E01003266,Lewisham 031C,108
E01003267,Lewisham 031D,101
E01003268,Lewisham 023B,100
E01003269,Lewisham 023C,70
E01003270,Lewisham 023D,66
E01003271,Lewisham 023E,62
E01003272,Lewisham 014A,132
E01003273,Lewisham 011A,85
E01003274,Lewisham 014B,124
E01003275,Lewisham 014C,103
E01003276,Lewisham 014D,119
E01003277,Lewisham 011B,138
E01003278,Lewisham 011C,177
E01003279,Lewisham 011D,63
E01003280,Lewisham 016A,59
E01003281,Lewisham 016B,95
E01003282,Lewisham 013A,157
E01003283,Lewisham 013B,150
E01003284,Lewisham 013C,146
E01003285,Lewisham 016C,137
E01003286,Lewisham 013D,222
E01003287,Lewisham 016D,95
E01003288,Lewisham 012A,147
E01003290,Lewisham 012C,198
E01003291,Lewisham 012D,501
E01003292,Lewisham 017A,126
E01003293,Lewisham 017B,142
E01003295,Lewisham 017D,123
E01003296,Lewisham 012E,823
E01003297,Lewisham 003A,139
E01003298,Lewisham 039A,50
E01003299,Lewisham 003B,271
E01003300,Lewisham 039B,167
E01003301,Lewisham 003C,130
E01003302,Lewisham 003D,138
E01003303,Lewisham 039C,495
E01003304,Lewisham 039D,420
E01003305,Lewisham 003E,128
E01003307,Lewisham 024A,96
E01003308,Lewisham 024B,139
E01003309,Lewisham 027A,119
E01003310,Lewisham 027B,113
E01003311,Lewisham 027C,85
E01003312,Lewisham 027D,101
E01003313,Lewisham 027E,166
E01003314,Lewisham 024C,85
E01003315,Lewisham 024D,104
E01003316,Lewisham 024E,91
E01003317,Lewisham 020A,230
E01003318,Lewisham 020B,732
E01003319,Lewisham 018A,130
E01003320,Lewisham 018B,131
E01003321,Lewisham 020C,100
E01003322,Lewisham 020D,120
E01003323,Lewisham 018C,90
E01003324,Lewisham 020E,292
E01003325,Lewisham 018D,137
E01003326,Lewisham 035A,96
E01003327,Lewisham 035B,194
E01003328,Lewisham 035C,105
E01003329,Lewisham 033A,125
E01003330,Lewisham 033B,87
E01003331,Lewisham 033C,107
E01003332,Lewisham 033D,87
E01003333,Lewisham 035D,99
E01003334,Lewisham 033E,211
E01003335,Lewisham 035E,105
E01003336,Lewisham 010A,96
E01003337,Lewisham 010B,90
E01003338,Lewisham 006A,225
E01003339,Lewisham 006B,130
E01003340,Lewisham 006C,131
E01003341,Lewisham 006D,65
E01003342,Lewisham 010C,92
E01003343,Lewisham 006E,68
E01003344,Lewisham 010D,89
E01003345,Lewisham 010E,99
E01003346,Lewisham 026A,117
E01003347,Lewisham 030A,181
E01003348,Lewisham 030B,143
E01003349,Lewisham 026B,65
E01003350,Lewisham 030C,86
E01003351,Lewisham 026C,128
E01003352,Lewisham 030D,156
E01003353,Lewisham 030E,211
E01003354,Lewisham 026D,109
E01003355,Merton 009A,99
E01003356,Merton 009B,86
E01003357,Merton 012A,176
E01003358,Merton 009C,126
E01003359,Merton 006A,135
E01003360,Merton 006B,157
E01003361,Merton 015A,46
E01003362,Merton 021A,68
E01003363,Merton 021B,42
E01003364,Merton 021C,50
E01003365,Merton 021D,29
E01003366,Merton 016A,130
E01003367,Merton 005A,410
E01003368,Merton 008A,76
E01003369,Merton 005B,56
E01003370,Merton 005C,186
E01003371,Merton 005D,58
E01003372,Merton 008B,124
E01003373,Merton 018A,92
E01003374,Merton 022A,145
E01003375,Merton 022B,235
E01003376,Merton 012B,70
E01003377,Merton 012C,74
E01003378,Merton 018B,99
E01003379,Merton 018C,177
E01003380,Merton 011A,43
E01003381,Merton 016B,52
E01003382,Merton 011B,38
E01003383,Merton 009D,316
E01003384,Merton 009E,68
E01003385,Merton 011C,45
E01003386,Merton 013A,129
E01003387,Merton 014A,189
E01003388,Merton 013B,118
E01003389,Merton 013C,226
E01003390,Merton 018D,321
E01003391,Merton 014B,76
E01003392,Merton 013D,88
E01003393,Merton 008C,95
E01003394,Merton 007A,148
E01003395,Merton 007B,96
E01003396,Merton 007C,72
E01003397,Merton 007D,79
E01003398,Merton 007E,119
E01003399,Merton 011D,59
E01003400,Merton 003A,134
E01003401,Merton 004A,243
E01003402,Merton 004B,149
E01003403,Merton 004C,42
E01003404,Merton 004D,62
E01003405,Merton 018E,184
E01003406,Merton 008D,75
E01003407,Merton 008E,151
E01003408,Merton 012D,76
E01003409,Merton 013E,123
E01003410,Merton 012E,95
E01003411,Merton 014C,71
E01003412,Merton 014D,102
E01003413,Merton 017A,123
E01003414,Merton 017B,88
E01003415,Merton 017C,127
E01003416,Merton 017D,76
E01003417,Merton 025A,64
E01003418,Merton 025B,35
E01003419,Merton 025C,58
E01003420,Merton 025D,57
E01003421,Merton 021E,53
E01003422,Merton 025E,60
E01003423,Merton 011E,90
E01003424,Merton 015B,40
E01003425,Merton 015C,48
E01003426,Merton 015D,81
E01003427,Merton 023A,275
E01003428,Merton 015E,57
E01003429,Merton 019A,67
E01003430,Merton 019B,110
E01003431,Merton 019C,70
E01003432,Merton 019D,59
E01003433,Merton 019E,103
E01003434,Merton 017E,79
E01003435,Merton 014E,112
E01003436,Merton 023B,94
E01003437,Merton 022C,143
E01003438,Merton 024A,96
E01003439,Merton 023C,212
E01003440,Merton 022D,101
E01003441,Merton 022E,109
E01003442,Merton 010A,43
E01003443,Merton 010B,76
E01003444,Merton 010C,52
E01003445,Merton 010D,83
E01003446,Merton 016C,181
E01003447,Merton 016D,123
E01003448,Merton 023D,112
E01003449,Merton 024B,90
E01003450,Merton 024C,102
E01003451,Merton 024D,88
E01003452,Merton 024E,159
E01003453,Merton 023E,102
E01003454,Merton 003B,57
E01003455,Merton 005E,92
E01003456,Merton 003C,478
E01003457,Merton 006C,52
E01003458,Merton 006D,102
E01003459,Merton 006E,130
E01003460,Merton 002A,137
E01003461,Merton 004E,119
E01003462,Merton 002B,52
E01003463,Merton 010E,54
E01003464,Merton 002C,106
E01003465,Merton 002D,89
E01003466,Merton 020A,53
E01003467,Merton 020B,62
E01003468,Merton 020C,51
E01003469,Merton 020D,184
E01003470,Merton 020E,134
E01003471,Merton 016E,188
E01003472,Merton 001A,48
E01003473,Merton 001B,57
E01003474,Merton 001C,45
E01003475,Merton 001D,244
E01003476,Merton 003D,72
E01003477,Merton 003E,83
E01003478,Merton 001E,80
E01003479,Newham 035A,123
E01003480,Newham 033A,83
E01003481,Newham 035B,168
E01003482,Newham 033B,1019
E01003483,Newham 032A,106
E01003484,Newham 032B,62
E01003485,Newham 035C,75
E01003486,Newham 033C,307
E01003487,Newham 033D,115
E01003488,Newham 019A,113
E01003489,Newham 019B,149
E01003490,Newham 019C,88
E01003491,Newham 022A,277
E01003492,Newham 025A,117
E01003493,Newham 025B,241
E01003494,Newham 025C,99
E01003495,Newham 025D,128
E01003496,Newham 027A,115
E01003497,Newham 034A,370
E01003498,Newham 027B,147
E01003499,Newham 030A,362
E01003500,Newham 027C,242
E01003501,Newham 030B,220
E01003502,Newham 030C,335
E01003503,Newham 030D,256
E01003506,Newham 034D,156
E01003507,Newham 031A,225
E01003508,Newham 031B,170
E01003509,Newham 031C,119
E01003511,Newham 036A,115
E01003512,Newham 036B,175
E01003513,Newham 035D,202
E01003514,Newham 036C,138
E01003515,Newham 036D,476
E01003516,Newham 032C,175
E01003517,Newham 036E,494
E01003518,Newham 032D,101
E01003519,Newham 032E,63
E01003520,Newham 018A,338
E01003521,Newham 018B,985
E01003522,Newham 018C,97
E01003523,Newham 024A,292
E01003524,Newham 019D,127
E01003525,Newham 018D,184
E01003526,Newham 018E,136
E01003527,Newham 024B,130
E01003528,Newham 005A,59
E01003529,Newham 010A,127
E01003530,Newham 010B,89
E01003531,Newham 010C,227
E01003532,Newham 010D,119
E01003533,Newham 011A,115
E01003534,Newham 010E,138
E01003535,Newham 023A,126
E01003536,Newham 023B,100
E01003537,Newham 024C,172
E01003538,Newham 029A,219
E01003539,Newham 029B,151
E01003540,Newham 029C,170
E01003541,Newham 029D,141
E01003542,Newham 024D,152
E01003543,Newham 001A,192
E01003544,Newham 001B,140
E01003545,Newham 006A,104
E01003546,Newham 001C,115
E01003547,Newham 007A,111
E01003548,Newham 006B,172
E01003549,Newham 006C,90
E01003550,Newham 001D,114
E01003551,Newham 009A,156
E01003552,Newham 016A,90
E01003553,Newham 009B,287
E01003554,Newham 009C,139
E01003555,Newham 007B,94
E01003556,Newham 008A,351
E01003557,Newham 006D,203
E01003558,Newham 008B,339
E01003559,Newham 009D,226
E01003560,Newham 011B,67
E01003561,Newham 007C,89
E01003562,Newham 014A,127
E01003563,Newham 011C,91
E01003564,Newham 014B,161
E01003565,Newham 014C,86
E01003566,Newham 014D,351
E01003567,Newham 007D,131
E01003568,Newham 017A,92
E01003569,Newham 017B,578
E01003570,Newham 008C,353
E01003571,Newham 008D,154
E01003572,Newham 008E,106
E01003573,Newham 017C,153
E01003574,Newham 017D,201
E01003575,Newham 005B,107
E01003576,Newham 002A,254
E01003577,Newham 005C,176
E01003578,Newham 003A,227
E01003579,Newham 004A,87
E01003580,Newham 005D,90
E01003581,Newham 002B,87
E01003582,Newham 002C,103
E01003583,Newham 002D,85
E01003584,Newham 003B,119
E01003585,Newham 004B,68
E01003586,Newham 003C,144
E01003587,Newham 004C,219
E01003588,Newham 011D,81
E01003589,Newham 011E,88
E01003590,Newham 003D,127
E01003591,Newham 004D,284
E01003592,Newham 022B,168
E01003593,Newham 027D,106
E01003594,Newham 026A,90
E01003595,Newham 026B,112
E01003596,Newham 016B,91
E01003597,Newham 016C,56
E01003598,Newham 021A,119
E01003599,Newham 022C,124
E01003600,Newham 021B,116
E01003601,Newham 028A,244
E01003602,Newham 026C,181
E01003603,Newham 028B,346
E01003604,Newham 031D,219
E01003605,Newham 028C,129
E01003606,Newham 022D,257
E01003607,Newham 026D,179
E01003608,Newham 028D,106
E01003609,Newham 037A,317
E01003611,Newham 037C,163
E01003615,Newham 013C,160
E01003616,Newham 012A,240
E01003617,Newham 012B,1730
E01003618,Newham 012C,333
E01003619,Newham 012D,474
E01003621,Newham 023C,91
E01003622,Newham 023D,202
E01003623,Newham 023E,91
E01003624,Newham 024E,127
E01003625,Newham 015A,117
E01003626,Newham 015B,129
E01003627,Newham 015C,103
E01003628,Newham 015D,86
E01003629,Newham 015E,82
E01003630,Newham 021C,184
E01003631,Newham 020A,112
E01003632,Newham 020B,142
E01003633,Newham 020C,148
E01003634,Newham 020D,146
E01003635,Newham 016D,119
