LSOA11CD,LSOA11NM,Census_Population_All_Ages,Theft,theft_rate
E01003927,Southwark 002A,2377,381,160.286075
E01003929,Southwark 002B,2111,816,386.54666
E01003930,Southwark 034A,1496,64,42.7807487
E01003932,Southwark 034B,1573,127,80.7374444
E01003933,Southwark 034C,1751,97,55.396916
E01003934,Southwark 002C,1422,344,241.912799
E01003935,Southwark 002D,1342,166,123.695976
E01003936,Southwark 009A,1845,37,20.0542005
E01003937,Southwark 009B,1553,70,45.0740502
E01003938,Southwark 006A,1814,21,11.5766262
E01003939,Southwark 002E,1850,562,303.783784
E01003940,Southwark 006B,1483,12,8.091706
E01003941,Southwark 006C,1897,70,36.900369
E01003942,Southwark 006D,1637,36,21.9914478
E01003943,Southwark 009C,1367,16,11.7044623
E01003945,Southwark 033A,1663,12,7.21587492
E01003946,Southwark 033B,1768,32,18.0995475
E01003947,Southwark 033C,1517,6,3.95517469
E01003948,Southwark 033D,1566,15,9.57854406
E01003949,Southwark 032A,1870,12,6.4171123
E01003950,Southwark 032B,1906,14,7.3452256
E01003951,Southwark 033E,1522,34,22.3390276
E01003952,Southwark 030A,1640,80,48.7804878
E01003953,Southwark 028A,2082,72,34.5821326
E01003954,Southwark 030B,1598,5,3.12891114
E01003955,Southwark 028B,1817,18,9.90643919
E01003956,Southwark 030C,1685,10,5.9347181
E01003957,Southwark 032C,1788,11,6.15212528
E01003958,Southwark 032D,1711,26,15.1957919
E01003960,Southwark 012A,1863,52,27.9119699
E01003961,Southwark 012B,2045,60,29.3398533
E01003963,Southwark 016A,1648,28,16.9902913
E01003964,Southwark 015A,1927,115,59.6782564
E01003966,Southwark 015B,1941,41,21.1231324
E01003967,Southwark 016B,1673,2,1.19545726
E01003968,Southwark 015C,1441,8,5.55170021
E01003969,Southwark 017B,1858,109,58.6652314
E01003970,Southwark 016C,1486,10,6.7294751
E01003971,Southwark 015D,1809,35,19.3477059
E01003972,Southwark 016D,1654,22,13.3010883
E01003973,Southwark 016E,1650,82,49.6969697
E01003974,Southwark 015E,1268,8,6.30914826
E01003975,Southwark 004A,1630,20,12.2699387
E01003976,Southwark 003A,1955,52,26.5984655
E01003977,Southwark 010A,1672,14,8.37320574
E01003978,Southwark 004B,1840,46,25
E01003979,Southwark 006E,1784,52,29.1479821
E01003980,Southwark 013A,1906,69,36.201469
E01003981,Southwark 006F,1675,227,135.522388
E01003983,Southwark 018A,2022,12,5.9347181
E01003984,Southwark 023A,1997,50,25.0375563
E01003986,Southwark 011A,1235,29,23.4817814
E01003987,Southwark 011B,1777,16,9.00393922
E01003988,Southwark 018B,2193,86,39.2156863
E01003989,Southwark 018C,1960,71,36.2244898
E01003990,Southwark 018D,2132,17,7.97373358
E01003991,Southwark 017C,1208,11,9.10596026
E01003992,Southwark 014A,1492,5,3.35120643
E01003993,Southwark 017D,1713,16,9.34033859
E01003994,Southwark 012E,1493,114,76.3563295
E01003995,Southwark 014B,1384,10,7.22543353
E01003997,Southwark 017E,1219,23,18.8679245
E01003998,Southwark 014D,1331,22,16.5289256
E01003999,Southwark 014E,1442,2,1.38696255
E01004000,Southwark 026A,1881,30,15.9489633
E01004001,Southwark 026B,1738,17,9.78135788
E01004002,Southwark 029A,1609,8,4.97203232
E01004003,Southwark 023B,1702,45,26.439483
E01004004,Southwark 023C,2499,29,11.6046419
E01004005,Southwark 023D,2223,63,28.340081
E01004006,Southwark 023E,1968,8,4.06504065
E01004007,Southwark 018E,1261,20,15.8604282
E01004008,Southwark 022B,2141,45,21.0182158
E01004010,Southwark 022D,1526,125,81.9134993
E01004011,Southwark 019B,2112,25,11.8371212
E01004012,Southwark 019C,2502,19,7.59392486
E01004013,Southwark 019D,1656,19,11.47343
E01004014,Southwark 019E,1784,9,5.04484305
E01004015,Southwark 028C,1558,17,10.9114249
E01004016,Southwark 029B,2349,13,5.5342699
E01004017,Southwark 029C,1548,10,6.45994832
E01004018,Southwark 032E,1905,20,10.4986877
E01004019,Southwark 026C,2319,28,12.0741699
E01004020,Southwark 029D,1730,8,4.62427746
E01004021,Southwark 028D,2109,50,23.7079184
E01004022,Southwark 004C,2483,101,40.6766009
E01004023,Southwark 004D,1540,74,48.0519481
E01004024,Southwark 011C,1860,39,20.9677419
E01004027,Southwark 003E,2072,652,314.671815
E01004028,Southwark 004E,1651,49,29.6789824
E01004029,Southwark 001A,1835,14,7.62942779
E01004030,Southwark 007A,1457,25,17.158545
E01004031,Southwark 007B,2060,393,190.776699
E01004032,Southwark 001B,1695,13,7.66961652
E01004033,Southwark 007C,1519,71,46.7412772
E01004034,Southwark 007D,1541,16,10.3828683
E01004035,Southwark 011D,1622,12,7.39827374
E01004036,Southwark 007E,2014,25,12.4131082
E01004037,Southwark 010B,1953,22,11.2647209
E01004038,Southwark 010C,2340,43,18.3760684
E01004039,Southwark 013B,1568,15,9.56632653
E01004040,Southwark 013C,1780,123,69.1011236
E01004041,Southwark 013D,1660,18,10.8433735
E01004042,Southwark 010D,1712,65,37.9672897
E01004043,Southwark 010E,1366,20,14.6412884
E01004044,Southwark 013E,1401,9,6.42398287
E01004045,Southwark 027A,1518,7,4.6113307
E01004046,Southwark 028E,1633,16,9.79791794
E01004047,Southwark 027B,1595,10,6.26959248
E01004048,Southwark 027C,1587,40,25.2047889
E01004049,Southwark 027D,1672,14,8.37320574
E01004050,Southwark 024D,1475,8,5.42372881
E01004051,Southwark 027E,1383,19,13.7382502
E01004052,Southwark 024E,1766,29,16.4212911
E01004053,Southwark 001C,1836,21,11.4379085
E01004054,Southwark 001D,1656,29,17.5120773
E01004055,Southwark 001E,1291,6,4.64756003
E01004056,Southwark 008A,2065,12,5.81113801
E01004057,Southwark 008B,1500,13,8.66666667
E01004058,Southwark 008C,1699,16,9.4173043
E01004059,Southwark 008D,1487,89,59.8520511
E01004060,Southwark 008E,1901,24,12.6249342
E01004061,Southwark 025A,1750,72,41.1428571
E01004062,Southwark 025B,1985,165,83.1234257
E01004063,Southwark 025C,1959,52,26.5441552
E01004064,Southwark 026D,1975,34,17.2151899
E01004065,Southwark 025D,1525,18,11.8032787
E01004066,Southwark 025E,2159,22,10.1899027
E01004067,Southwark 022E,2165,458,211.547344
E01004068,Southwark 026E,2047,28,13.678554
E01004069,Southwark 031A,1437,21,14.6137787
E01004070,Southwark 031B,1985,12,6.04534005
E01004071,Southwark 030D,1579,8,5.06649778
E01004072,Southwark 030E,1738,15,8.6306099
E01004073,Southwark 031C,1931,10,5.1786639
E01004074,Southwark 031D,1883,45,23.8980351
E01004075,Southwark 031E,1849,34,18.388318
E01004076,Sutton 011A,1487,78,52.4546066
E01004077,Sutton 011B,1560,3,1.92307692
E01004078,Sutton 011C,1617,59,36.4873222
E01004079,Sutton 011D,1399,4,2.85918513
E01004080,Sutton 011E,1332,7,5.25525526
E01004081,Sutton 011F,1507,4,2.65428003
E01004082,Sutton 011G,1407,3,2.13219616
E01004083,Sutton 019A,1420,6,4.22535211
E01004084,Sutton 024A,1462,5,3.41997264
E01004085,Sutton 024B,1595,6,3.76175549
E01004086,Sutton 019B,1617,11,6.80272109
E01004087,Sutton 017A,1465,2,1.36518771
E01004088,Sutton 019C,1818,15,8.25082508
E01004089,Sutton 019D,1290,33,25.5813953
E01004090,Sutton 021A,1193,8,6.70578374
E01004091,Sutton 022A,1282,6,4.68018721
E01004092,Sutton 022B,1437,9,6.26304802
E01004093,Sutton 025A,1522,4,2.62812089
E01004094,Sutton 025B,1677,4,2.38521169
E01004095,Sutton 025C,1511,2,1.32362674
E01004096,Sutton 021B,1426,3,2.10378682
E01004098,Sutton 015B,1256,6,4.77707006
E01004099,Sutton 015C,1441,21,14.573213
E01004100,Sutton 015D,1354,69,50.9601182
E01004101,Sutton 013A,1361,5,3.67376929
E01004102,Sutton 015E,1374,20,14.5560408
E01004103,Sutton 013B,1577,1,0.63411541
E01004104,Sutton 020A,1528,6,3.92670157
E01004105,Sutton 022C,1819,9,4.9477735
E01004106,Sutton 022D,1529,6,3.92413342
E01004107,Sutton 020B,1529,3,1.96206671
E01004108,Sutton 024C,1714,12,7.00116686
E01004109,Sutton 024D,1596,5,3.13283208
E01004110,Sutton 016A,1828,15,8.20568928
E01004111,Sutton 016B,1511,17,11.2508273
E01004112,Sutton 016C,1636,5,3.05623472
E01004114,Sutton 025D,1735,1,0.57636888
E01004115,Sutton 009A,1750,6,3.42857143
E01004116,Sutton 008A,1608,3,1.86567164
E01004117,Sutton 006A,1464,2,1.36612022
E01004118,Sutton 009B,1675,17,10.1492537
E01004119,Sutton 009C,1418,77,54.3018336
E01004120,Sutton 016D,1538,6,3.90117035
E01004121,Sutton 006B,1566,35,22.3499361
E01004122,Sutton 008B,1372,5,3.64431487
E01004123,Sutton 002A,2126,37,17.4035748
E01004124,Sutton 002B,1826,4,2.1905805
E01004125,Sutton 001A,1583,5,3.1585597
E01004126,Sutton 002C,1509,2,1.32538105
E01004127,Sutton 005A,1645,12,7.29483283
E01004128,Sutton 002D,1488,25,16.8010753
E01004129,Sutton 002E,1772,31,17.4943567
E01004130,Sutton 003A,1598,52,32.5406758
E01004131,Sutton 003B,1632,5,3.06372549
E01004132,Sutton 009D,1536,2,1.30208333
E01004133,Sutton 009E,1510,2,1.32450331
E01004134,Sutton 003C,1435,19,13.2404181
E01004135,Sutton 003D,1448,6,4.14364641
E01004136,Sutton 003E,1553,7,4.50740502
E01004137,Sutton 012A,1518,95,62.5823452
E01004138,Sutton 013C,1552,11,7.08762887
E01004139,Sutton 013D,1368,11,8.04093567
E01004140,Sutton 012B,1509,24,15.9045726
E01004141,Sutton 012C,1555,15,9.64630225
E01004142,Sutton 012D,2038,573,281.157998
E01004143,Sutton 014A,1453,8,5.50584997
E01004144,Sutton 007A,1627,14,8.6047941
E01004145,Sutton 007B,2131,5,2.34631628
E01004146,Sutton 007C,1710,20,11.6959064
E01004147,Sutton 007D,1585,10,6.30914826
E01004148,Sutton 014B,1592,12,7.53768844
E01004149,Sutton 012E,1710,5,2.92397661
E01004150,Sutton 021C,1560,10,6.41025641
E01004151,Sutton 021D,1711,10,5.84453536
E01004152,Sutton 018A,1562,27,17.2855314
E01004153,Sutton 021E,1708,6,3.51288056
E01004154,Sutton 022E,1430,3,2.0979021
E01004155,Sutton 018B,1628,6,3.68550369
E01004156,Sutton 018C,1687,22,13.040901
E01004157,Sutton 016E,1274,3,2.35478807
E01004158,Sutton 018D,1479,5,3.38066261
E01004159,Sutton 014C,1528,7,4.58115183
E01004160,Sutton 014D,1575,4,2.53968254
E01004161,Sutton 014E,1444,15,10.3878116
E01004162,Sutton 018E,1549,20,12.9115558
E01004163,Sutton 005B,1541,42,27.2550292
E01004164,Sutton 004A,1476,61,41.3279133
E01004165,Sutton 005C,1668,11,6.59472422
E01004166,Sutton 004B,1449,11,7.59144237
E01004167,Sutton 005D,1318,19,14.4157815
E01004168,Sutton 013E,1576,7,4.44162437
E01004169,Sutton 004C,1135,2,1.76211454
E01004170,Sutton 017B,1721,52,30.2149913
E01004171,Sutton 010A,1518,7,4.6113307
E01004172,Sutton 010B,1549,17,10.9748225
E01004173,Sutton 010C,1385,3,2.16606498
E01004174,Sutton 017C,1444,4,2.7700831
E01004175,Sutton 010D,1614,6,3.71747212
E01004176,Sutton 010E,1419,14,9.86610289
E01004177,Sutton 020C,1754,13,7.41163056
E01004178,Sutton 017D,1979,117,59.1207681
E01004179,Sutton 017E,1567,9,5.74345884
E01004180,Sutton 020D,1711,3,1.75336061
E01004181,Sutton 020E,1643,8,4.86914181
E01004182,Sutton 019E,1546,9,5.82147477
E01004183,Sutton 001B,1667,23,13.7972406
E01004184,Sutton 001C,1590,9,5.66037736
E01004185,Sutton 001D,1452,8,5.50964187
E01004186,Sutton 004D,1724,9,5.22041763
E01004187,Sutton 005E,1607,10,6.22277536
E01004188,Sutton 004E,1711,26,15.1957919
E01004189,Sutton 001E,1879,12,6.38637573
E01004191,Sutton 008D,1651,5,3.0284676
E01004192,Sutton 006C,1931,10,5.1786639
E01004193,Sutton 006D,2328,10,4.29553265
E01004194,Sutton 008E,1356,8,5.89970501
E01004195,Sutton 006E,1578,15,9.50570342
E01004196,Sutton 008F,1444,4,2.7700831
E01004197,Tower Hamlets 002A,2329,154,66.1227995
E01004198,Tower Hamlets 002B,1529,68,44.4735121
E01004199,Tower Hamlets 002C,1637,22,13.4392181
E01004200,Tower Hamlets 005A,1566,32,20.4342273
E01004201,Tower Hamlets 002D,1556,20,12.8534704
E01004202,Tower Hamlets 005B,1705,107,62.7565982
E01004203,Tower Hamlets 005C,1779,148,83.1928049
E01004204,Tower Hamlets 005D,1582,20,12.642225
E01004205,Tower Hamlets 013A,2106,49,23.2668566
E01004206,Tower Hamlets 013B,1492,22,14.7453083
E01004207,Tower Hamlets 011A,1416,36,25.4237288
E01004208,Tower Hamlets 013C,1976,301,152.327935
E01004209,Tower Hamlets 011B,1366,16,11.7130307
E01004211,Tower Hamlets 013D,1463,105,71.7703349
E01004212,Tower Hamlets 011D,1780,89,50
E01004214,Tower Hamlets 030A,1669,8,4.79328939
E01004215,Tower Hamlets 028A,2756,95,34.4702467
E01004216,Tower Hamlets 030B,1619,17,10.5003088
E01004217,Tower Hamlets 030C,1745,25,14.3266476
E01004218,Tower Hamlets 030D,1750,24,13.7142857
E01004219,Tower Hamlets 028B,2294,50,21.7959895
E01004221,Tower Hamlets 028D,1881,26,13.8224349
E01004222,Tower Hamlets 001A,2480,42,16.9354839
E01004223,Tower Hamlets 001B,2079,29,13.9490139
E01004224,Tower Hamlets 001C,2000,44,22
E01004225,Tower Hamlets 004A,2178,39,17.9063361
E01004226,Tower Hamlets 001D,1738,96,55.2359033
E01004228,Tower Hamlets 003A,1857,13,7.0005385
E01004229,Tower Hamlets 004C,1484,19,12.8032345
E01004230,Tower Hamlets 003B,2101,33,15.7068063
E01004231,Tower Hamlets 004D,1793,112,62.4651422
E01004232,Tower Hamlets 003C,1665,73,43.8438438
E01004233,Tower Hamlets 003D,1821,25,13.7287205
E01004234,Tower Hamlets 003E,2218,106,47.7908025
E01004235,Tower Hamlets 008A,1372,11,8.01749271
E01004236,Tower Hamlets 008B,1679,11,6.55151876
E01004237,Tower Hamlets 008C,1158,32,27.6338515
E01004238,Tower Hamlets 008D,2733,99,36.2239297
E01004239,Tower Hamlets 008E,1649,19,11.5221346
E01004240,Tower Hamlets 012A,1815,9,4.95867769
E01004241,Tower Hamlets 012B,1621,5,3.08451573
E01004242,Tower Hamlets 012C,2453,69,28.1288219
E01004243,Tower Hamlets 020A,1789,14,7.82560089
E01004244,Tower Hamlets 020B,1885,63,33.4217507
E01004245,Tower Hamlets 018A,1539,16,10.3963613
E01004246,Tower Hamlets 018B,1977,29,14.6686899
E01004247,Tower Hamlets 020C,1934,98,50.672182
E01004248,Tower Hamlets 018C,1344,21,15.625
E01004249,Tower Hamlets 018D,2049,21,10.2489019
E01004250,Tower Hamlets 020D,2342,25,10.6746371
E01004251,Tower Hamlets 023A,2082,51,24.4956772
E01004252,Tower Hamlets 024A,2707,39,14.4070927
E01004253,Tower Hamlets 024B,2340,29,12.3931624
E01004254,Tower Hamlets 023B,2120,68,32.0754717
E01004255,Tower Hamlets 023C,1618,27,16.6872682
E01004256,Tower Hamlets 024C,1729,17,9.83227299
E01004257,Tower Hamlets 024D,1884,15,7.96178344
E01004258,Tower Hamlets 023D,1506,21,13.9442231
E01004259,Tower Hamlets 007A,1723,91,52.8148578
E01004260,Tower Hamlets 007B,1790,24,13.4078212
E01004261,Tower Hamlets 010A,2525,100,39.6039604
E01004262,Tower Hamlets 010B,1742,129,74.0528129
E01004263,Tower Hamlets 007C,1419,11,7.75193798
E01004264,Tower Hamlets 010C,1537,9,5.85556278
E01004266,Tower Hamlets 007D,1545,7,4.53074434
E01004267,Tower Hamlets 012D,1767,67,37.9173741
E01004268,Tower Hamlets 012E,1784,20,11.2107623
E01004269,Tower Hamlets 014A,1975,89,45.0632911
E01004270,Tower Hamlets 014B,2236,71,31.7531306
E01004271,Tower Hamlets 014C,1589,17,10.6985525
E01004272,Tower Hamlets 014D,2099,29,13.8161029
E01004273,Tower Hamlets 014E,1904,46,24.1596639
E01004274,Tower Hamlets 031A,1973,11,5.57526609
E01004275,Tower Hamlets 031B,1879,11,5.85417775
E01004276,Tower Hamlets 031C,2024,8,3.95256917
E01004277,Tower Hamlets 033A,1630,302,185.276074
E01004280,Tower Hamlets 032A,1879,11,5.85417775
E01004281,Tower Hamlets 031D,1770,17,9.60451977
E01004283,Tower Hamlets 016A,2317,28,12.0845921
E01004284,Tower Hamlets 019A,2302,25,10.8601216
E01004285,Tower Hamlets 019B,2318,12,5.17687662
E01004286,Tower Hamlets 019C,2364,47,19.8815567
E01004287,Tower Hamlets 016B,2171,24,11.0548135
E01004288,Tower Hamlets 019D,1620,11,6.79012346
E01004289,Tower Hamlets 016C,1844,18,9.76138829
E01004290,Tower Hamlets 016D,1302,55,42.2427035
E01004291,Tower Hamlets 027A,1844,34,18.4381779
E01004292,Tower Hamlets 026A,1738,24,13.8089758
E01004293,Tower Hamlets 027B,2125,286,134.588235
E01004294,Tower Hamlets 026B,1757,132,75.1280592
E01004295,Tower Hamlets 026C,1516,45,29.6833773
E01004296,Tower Hamlets 026D,1605,47,29.2834891
E01004297,Tower Hamlets 027C,1826,28,15.3340635
E01004298,Tower Hamlets 022A,1637,50,30.5436775
E01004300,Tower Hamlets 022B,1349,16,11.8606375
E01004301,Tower Hamlets 025B,1324,27,20.3927492
E01004302,Tower Hamlets 025C,1987,26,13.0850528
E01004303,Tower Hamlets 025D,2362,40,16.934801
E01004304,Tower Hamlets 022C,1957,59,30.148186
E01004305,Tower Hamlets 022D,1952,24,12.295082
E01004306,Tower Hamlets 015A,1799,137,76.1534186
E01004307,Tower Hamlets 015B,2186,456,208.600183
E01004308,Tower Hamlets 015C,1478,15,10.1488498
E01004309,Tower Hamlets 015D,2852,256,89.7615708
E01004310,Tower Hamlets 015E,1971,120,60.8828006
E01004311,Tower Hamlets 006A,1518,100,65.8761528
E01004312,Tower Hamlets 009A,1614,27,16.7286245
E01004313,Tower Hamlets 009B,2043,67,32.7949094
E01004314,Tower Hamlets 006B,1100,129,117.272727
E01004315,Tower Hamlets 006C,1628,104,63.8820639
E01004316,Tower Hamlets 009C,1138,78,68.5413005
E01004317,Tower Hamlets 009D,2706,361,133.407243
E01004318,Tower Hamlets 006D,1459,63,43.1802605
E01004319,Tower Hamlets 021A,1886,21,11.1346766
E01004321,Tower Hamlets 021C,1822,56,30.7354555
E01004322,Tower Hamlets 017A,1292,132,102.167183
E01004323,Tower Hamlets 017B,1466,30,20.4638472
E01004324,Tower Hamlets 017C,1574,9,5.71791614
E01004325,Tower Hamlets 021D,2487,128,51.4676317
E01004326,Tower Hamlets 017D,1444,59,40.8587258
E01004327,Waltham Forest 028A,1213,11,9.06842539
E01004328,Waltham Forest 028B,1840,30,16.3043478
E01004329,Waltham Forest 028C,1931,13,6.73226308
E01004330,Waltham Forest 028D,1834,8,4.36205016
E01004331,Waltham Forest 028E,1856,8,4.31034483
E01004332,Waltham Forest 028F,1849,26,14.0616549
E01004333,Waltham Forest 024A,1769,15,8.47936687
E01004334,Waltham Forest 024B,1507,26,17.2528202
E01004335,Waltham Forest 027A,1843,21,11.3944655
E01004336,Waltham Forest 026A,1699,43,25.3090053
E01004337,Waltham Forest 027B,1966,7,3.56052899
E01004338,Waltham Forest 027C,1772,10,5.64334086
E01004339,Waltham Forest 027D,1814,16,8.82028666
E01004340,Waltham Forest 027E,1849,12,6.48999459
E01004341,Waltham Forest 027F,1757,52,29.5959021
E01004342,Waltham Forest 011A,2143,83,38.7307513
E01004343,Waltham Forest 008A,1794,5,2.787068
E01004344,Waltham Forest 008B,1840,16,8.69565217
E01004345,Waltham Forest 010A,1925,14,7.27272727
E01004346,Waltham Forest 011B,1713,9,5.25394046
E01004347,Waltham Forest 011C,1983,19,9.58144226
E01004348,Waltham Forest 010B,2688,139,51.7113095
E01004349,Waltham Forest 001A,1439,4,2.77970813
E01004350,Waltham Forest 001B,1753,34,19.3953223
E01004351,Waltham Forest 001C,1601,9,5.62148657
E01004352,Waltham Forest 002A,1920,19,9.89583333
E01004353,Waltham Forest 002B,1806,3,1.66112957
E01004354,Waltham Forest 002C,1768,82,46.3800905
E01004355,Waltham Forest 004A,1599,8,5.00312695
E01004356,Waltham Forest 001D,1630,7,4.29447853
E01004357,Waltham Forest 001E,1556,5,3.21336761
E01004358,Waltham Forest 002D,1647,9,5.46448087
E01004359,Waltham Forest 002E,1673,9,5.37955768
E01004360,Waltham Forest 004B,1331,5,3.756574
E01004361,Waltham Forest 005A,1294,3,2.31839258
E01004362,Waltham Forest 021A,1614,8,4.95662949
E01004363,Waltham Forest 019A,1565,44,28.115016
E01004364,Waltham Forest 019B,1738,23,13.2336018
E01004365,Waltham Forest 020A,2289,68,29.7072958
E01004366,Waltham Forest 019C,1891,13,6.87466949
E01004367,Waltham Forest 019D,1637,84,51.3133781
E01004368,Waltham Forest 019E,1875,21,11.2
E01004369,Waltham Forest 023A,1766,34,19.2525481
E01004370,Waltham Forest 023B,1786,18,10.0783875
E01004371,Waltham Forest 025A,1703,20,11.7439812
E01004372,Waltham Forest 023C,1831,7,3.82304752
E01004373,Waltham Forest 025B,1779,13,7.30747611
E01004374,Waltham Forest 025C,1890,13,6.87830688
E01004375,Waltham Forest 025D,1855,18,9.70350404
E01004376,Waltham Forest 025E,1994,20,10.0300903
E01004377,Waltham Forest 010C,1782,9,5.05050505
E01004378,Waltham Forest 010D,1833,7,3.81887616
E01004379,Waltham Forest 007A,1430,26,18.1818182
E01004380,Waltham Forest 007B,1511,8,5.29450695
E01004381,Waltham Forest 007C,1815,53,29.2011019
E01004382,Waltham Forest 008C,1350,3,2.22222222
E01004383,Waltham Forest 007D,1634,4,2.44798042
E01004384,Waltham Forest 003A,1823,34,18.650576
E01004385,Waltham Forest 003B,1384,6,4.33526012
E01004386,Waltham Forest 003C,1661,4,2.40818784
E01004387,Waltham Forest 007E,1500,3,2
E01004388,Waltham Forest 007F,1481,18,12.15395
E01004389,Waltham Forest 003D,1613,7,4.33973962
E01004390,Waltham Forest 003E,1596,5,3.13283208
E01004391,Waltham Forest 014A,1849,38,20.5516495
E01004392,Waltham Forest 017A,2283,290,127.025843
E01004393,Waltham Forest 014B,2391,31,12.9652865
E01004394,Waltham Forest 017B,1821,17,9.33552993
E01004395,Waltham Forest 018A,1613,10,6.19962802
E01004396,Waltham Forest 012A,1854,9,4.85436893
E01004397,Waltham Forest 017C,2316,674,291.018998
E01004398,Waltham Forest 009A,1966,15,7.62970498
E01004399,Waltham Forest 009B,1733,7,4.03923832
E01004400,Waltham Forest 009C,1723,55,31.9210679
E01004401,Waltham Forest 014C,2102,46,21.8839201
E01004402,Waltham Forest 009D,1804,11,6.09756098
E01004403,Waltham Forest 009E,1817,16,8.80572372
E01004404,Waltham Forest 014D,2049,14,6.83260127
E01004405,Waltham Forest 020B,1652,84,50.8474576
E01004406,Waltham Forest 016A,1859,30,16.1377084
E01004407,Waltham Forest 013A,1633,27,16.5339865
E01004408,Waltham Forest 016B,1749,21,12.0068611
E01004409,Waltham Forest 016C,1661,38,22.8777845
E01004410,Waltham Forest 013B,1898,30,15.8061117
E01004411,Waltham Forest 016D,1721,25,14.5264381
E01004412,Waltham Forest 015A,1739,28,16.1012076
E01004413,Waltham Forest 004C,1564,19,12.1483376
E01004414,Waltham Forest 005B,1607,46,28.6247666
E01004415,Waltham Forest 004D,1559,9,5.77293137
E01004416,Waltham Forest 004E,1697,9,5.30347672
E01004417,Waltham Forest 005C,1663,22,13.229104
E01004418,Waltham Forest 008D,1653,12,7.25952813
E01004419,Waltham Forest 008E,1594,2,1.25470514
E01004420,Waltham Forest 020C,2134,116,54.3580131
E01004421,Waltham Forest 018B,2149,13,6.04932527
E01004422,Waltham Forest 022A,1662,70,42.1179302
E01004423,Waltham Forest 020D,1903,18,9.45874934
E01004424,Waltham Forest 022B,1833,46,25.0954719
E01004425,Waltham Forest 022C,2090,30,14.354067
E01004426,Waltham Forest 022D,1787,9,5.03637381
E01004427,Waltham Forest 022E,2113,25,11.8315192
E01004428,Waltham Forest 026B,1763,18,10.2098695
E01004429,Waltham Forest 026C,1772,34,19.1873589
E01004430,Waltham Forest 026D,2200,193,87.7272727
E01004432,Waltham Forest 023D,1755,13,7.40740741
E01004434,Waltham Forest 026E,2045,26,12.7139364
E01004435,Waltham Forest 023E,2033,23,11.3133301
E01004436,Waltham Forest 021B,1712,52,30.3738318
E01004437,Waltham Forest 021C,1885,13,6.89655172
E01004438,Waltham Forest 024C,2065,233,112.83293
E01004439,Waltham Forest 021D,1678,14,8.34326579
E01004440,Waltham Forest 024D,2164,62,28.650647
E01004441,Waltham Forest 024E,1621,8,4.93522517
E01004442,Waltham Forest 021E,1754,9,5.13112885
E01004443,Waltham Forest 016E,1833,38,20.731042
E01004444,Waltham Forest 017D,2537,45,17.7374852
E01004445,Waltham Forest 018C,1741,16,9.19012062
E01004446,Waltham Forest 017E,1915,14,7.31070496
E01004447,Waltham Forest 016F,1875,10,5.33333333
E01004448,Waltham Forest 018D,1897,140,73.800738
E01004449,Waltham Forest 018E,1838,16,8.70511425
E01004450,Waltham Forest 006A,1655,5,3.02114804
E01004451,Waltham Forest 005D,1726,8,4.63499421
E01004452,Waltham Forest 005E,1630,48,29.4478528
E01004453,Waltham Forest 006B,1625,30,18.4615385
E01004454,Waltham Forest 006C,1714,12,7.00116686
E01004455,Waltham Forest 006D,1537,169,109.954457
E01004456,Waltham Forest 006E,1557,100,64.2260758
E01004457,Waltham Forest 012B,1894,16,8.44772967
E01004458,Waltham Forest 012C,1862,30,16.1117078
E01004459,Waltham Forest 012D,1635,8,4.89296636
E01004460,Waltham Forest 011D,1955,66,33.7595908
E01004461,Waltham Forest 014E,2125,23,10.8235294
E01004462,Waltham Forest 011E,1795,32,17.8272981
E01004463,Waltham Forest 012E,2003,17,8.4872691
E01004464,Waltham Forest 013C,1579,46,29.1323623
E01004465,Waltham Forest 015B,1502,10,6.65778961
E01004466,Waltham Forest 015C,1623,10,6.16142945
E01004467,Waltham Forest 015D,2155,39,18.0974478
E01004468,Waltham Forest 015E,1621,12,7.40283775
E01004469,Waltham Forest 013D,1640,14,8.53658537
E01004470,Waltham Forest 013E,1524,22,14.4356955
E01004471,Waltham Forest 013F,1724,9,5.22041763
E01004472,Wandsworth 021A,1746,14,8.01832761
E01004473,Wandsworth 026A,1698,9,5.30035336
E01004474,Wandsworth 021B,1866,218,116.827438
E01004475,Wandsworth 026B,1406,8,5.68990043
E01004476,Wandsworth 021C,1636,162,99.0220049
E01004477,Wandsworth 017A,1672,13,7.77511962
E01004478,Wandsworth 017B,1526,8,5.24246396
E01004479,Wandsworth 017C,1548,11,7.10594315
E01004480,Wandsworth 026C,1653,20,12.0992136
E01004481,Wandsworth 029A,1687,43,25.4890338
E01004482,Wandsworth 030A,1588,22,13.8539043
E01004483,Wandsworth 026D,2119,16,7.55073148
E01004484,Wandsworth 026E,1523,6,3.93959291
E01004485,Wandsworth 030B,1668,41,24.5803357
E01004486,Wandsworth 026F,1478,5,3.38294993
E01004487,Wandsworth 030C,1560,5,3.20512821
E01004488,Wandsworth 029B,1511,8,5.29450695
E01004489,Wandsworth 030D,1441,7,4.85773768
E01004490,Wandsworth 031A,1510,14,9.27152318
E01004491,Wandsworth 031B,2150,12,5.58139535
E01004492,Wandsworth 031C,1719,45,26.1780105
E01004493,Wandsworth 019A,1761,14,7.95002839
E01004494,Wandsworth 018A,1666,56,33.6134454
E01004495,Wandsworth 024A,1536,9,5.859375
E01004496,Wandsworth 024B,1956,63,32.208589
E01004497,Wandsworth 024C,1445,9,6.2283737
