Codes,Names,lntheft,oldpeoplerate,Working-agerate, Couplehouseholdwithdependentchildren,Couplehouseholdwithoutdependentchildren,Onepersonhousehold,multpersonhousehold,Goodhealth,Fairhealth,Badhealth,Nocars,car1,car2
E01000923,Camden 003D,2.64 ,11.58 ,73.03 ,14.20 ,20.70 ,40.50 ,14.20 ,80.80 ,11.60 ,7.60 ,53.80 ,40.20 ,5.80 
E01000924,Camden 009C,2.71 ,9.65 ,78.07 ,9.30 ,25.80 ,38.60 ,18.20 ,86.30 ,8.90 ,4.90 ,60.00 ,35.30 ,4.00 
E01000925,Camden 009D,2.56 ,11.58 ,63.47 ,13.00 ,12.60 ,39.10 ,16.70 ,78.80 ,13.30 ,7.90 ,70.40 ,26.40 ,2.70 
E01000926,Camden 009E,3.30 ,6.20 ,79.62 ,10.90 ,16.80 ,29.20 ,31.90 ,86.40 ,8.50 ,5.10 ,63.90 ,32.40 ,3.20 
E01000927,Camden 007F,4.57 ,10.53 ,75.55 ,12.90 ,22.30 ,27.90 ,24.70 ,84.30 ,11.00 ,4.70 ,54.60 ,39.90 ,5.20 
E01000928,Camden 003E,4.49 ,13.50 ,68.41 ,15.40 ,20.10 ,34.30 ,17.30 ,81.70 ,12.30 ,6.00 ,55.90 ,37.70 ,5.90 
E01000929,Camden 020A,3.04 ,10.51 ,64.72 ,17.50 ,14.30 ,35.80 ,14.50 ,78.30 ,12.70 ,9.10 ,63.80 ,31.10 ,4.40 
E01000930,Camden 020B,5.30 ,16.86 ,66.18 ,7.90 ,13.00 ,58.40 ,10.80 ,76.50 ,14.60 ,8.80 ,77.80 ,20.20 ,1.90 
E01000931,Camden 013C,5.46 ,9.84 ,73.35 ,11.20 ,16.80 ,40.90 ,17.40 ,78.60 ,12.60 ,8.80 ,70.10 ,26.20 ,3.60 
E01000932,Camden 013D,3.18 ,8.11 ,82.75 ,6.30 ,24.40 ,42.40 ,18.20 ,83.40 ,10.50 ,6.10 ,65.30 ,30.50 ,3.80 
E01000933,Camden 020C,4.56 ,10.35 ,78.93 ,8.90 ,22.40 ,41.40 ,20.70 ,84.60 ,9.80 ,5.60 ,58.30 ,34.60 ,6.00 
E01000934,Camden 020D,3.22 ,14.70 ,66.21 ,13.90 ,14.10 ,46.20 ,11.70 ,75.90 ,16.10 ,8.00 ,70.40 ,26.80 ,2.50 
E01000935,Camden 020E,3.00 ,7.35 ,66.64 ,15.20 ,16.00 ,38.60 ,10.90 ,80.20 ,12.80 ,7.00 ,69.20 ,27.10 ,3.40 
E01000936,Camden 024A,4.26 ,6.04 ,76.89 ,11.00 ,16.20 ,36.20 ,18.10 ,85.90 ,8.60 ,5.40 ,66.60 ,30.40 ,2.40 
E01000937,Camden 025B,4.01 ,5.45 ,85.04 ,6.00 ,13.50 ,59.00 ,14.30 ,88.90 ,7.20 ,3.90 ,86.30 ,12.00 ,1.60 
E01000938,Camden 024B,4.91 ,4.97 ,74.37 ,5.80 ,13.00 ,41.40 ,22.70 ,85.40 ,9.60 ,5.00 ,81.00 ,15.90 ,3.10 
E01000939,Camden 024C,5.26 ,9.48 ,67.95 ,15.90 ,12.60 ,35.00 ,21.70 ,78.70 ,14.40 ,7.00 ,74.20 ,23.50 ,2.20 
E01000940,Camden 024D,2.83 ,11.59 ,71.50 ,12.00 ,17.00 ,47.40 ,13.90 ,80.50 ,13.20 ,6.30 ,78.80 ,19.30 ,1.10 
E01000941,Camden 025C,3.76 ,10.57 ,70.73 ,12.00 ,13.80 ,43.40 ,14.40 ,74.00 ,16.30 ,9.80 ,75.00 ,22.80 ,1.80 
E01000942,Camden 025D,5.16 ,5.45 ,89.58 ,5.00 ,15.60 ,55.50 ,18.80 ,89.50 ,8.10 ,2.40 ,82.80 ,16.00 ,1.20 
E01000943,Camden 025E,4.98 ,7.40 ,83.40 ,5.90 ,13.60 ,60.20 ,14.40 ,85.80 ,10.00 ,4.30 ,84.70 ,13.90 ,1.30 
E01000944,Camden 023A,3.14 ,6.79 ,78.88 ,11.10 ,11.50 ,28.20 ,34.00 ,84.30 ,9.50 ,6.20 ,69.90 ,25.00 ,3.70 
E01000945,Camden 023B,5.28 ,5.99 ,79.30 ,8.80 ,15.50 ,36.50 ,27.30 ,85.80 ,9.90 ,4.30 ,77.10 ,19.60 ,2.50 
E01000946,Camden 021B,5.15 ,13.46 ,72.43 ,10.10 ,19.20 ,43.60 ,17.20 ,85.60 ,8.60 ,5.80 ,60.00 ,28.80 ,9.20 
E01000947,Camden 021C,6.03 ,6.09 ,84.24 ,7.30 ,16.50 ,39.50 ,28.90 ,84.60 ,9.50 ,5.80 ,74.40 ,21.00 ,4.10 
E01000948,Camden 021D,3.89 ,14.11 ,71.60 ,10.50 ,23.30 ,42.80 ,14.90 ,83.60 ,9.70 ,6.70 ,62.60 ,28.50 ,6.90 
E01000949,Camden 023C,2.64 ,12.12 ,68.83 ,14.30 ,16.90 ,44.80 ,9.30 ,79.50 ,15.20 ,5.20 ,73.90 ,23.30 ,2.40 
E01000950,Camden 023D,2.48 ,7.97 ,68.90 ,17.80 ,9.50 ,34.90 ,20.00 ,77.60 ,13.60 ,8.80 ,73.50 ,24.20 ,2.20 
E01000951,Camden 023E,2.20 ,12.09 ,67.10 ,15.10 ,12.30 ,38.10 ,20.10 ,77.80 ,14.60 ,7.60 ,72.10 ,25.20 ,2.50 
E01000952,Camden 022A,2.56 ,10.82 ,70.33 ,12.90 ,17.30 ,30.50 ,21.60 ,77.20 ,13.20 ,9.60 ,69.90 ,25.60 ,4.10 
E01000953,Camden 022B,6.14 ,13.94 ,68.17 ,11.00 ,15.40 ,42.20 ,17.50 ,73.60 ,14.60 ,11.80 ,73.20 ,22.70 ,3.50 
E01000954,Camden 022C,2.77 ,9.78 ,62.32 ,17.60 ,12.00 ,31.50 ,15.90 ,79.30 ,12.60 ,8.10 ,70.40 ,27.30 ,2.00 
E01000955,Camden 022D,3.00 ,11.35 ,67.21 ,15.70 ,12.20 ,44.60 ,13.10 ,73.10 ,17.70 ,9.20 ,78.20 ,18.70 ,2.60 
E01000956,Camden 022E,5.60 ,5.74 ,71.74 ,14.60 ,12.70 ,36.30 ,22.40 ,80.40 ,12.50 ,7.10 ,75.30 ,22.00 ,2.50 
E01000957,Camden 019C,3.09 ,7.29 ,75.71 ,11.00 ,22.00 ,34.40 ,20.50 ,81.10 ,11.80 ,7.10 ,63.80 ,33.10 ,2.60 
E01000958,Camden 019D,4.36 ,4.90 ,77.39 ,9.60 ,15.10 ,28.40 ,30.20 ,84.70 ,9.80 ,5.50 ,72.70 ,24.30 ,2.60 
E01000959,Camden 019E,3.37 ,12.75 ,69.64 ,12.90 ,12.50 ,37.80 ,21.80 ,75.10 ,16.90 ,7.90 ,74.40 ,23.50 ,1.70 
E01000960,Camden 017A,4.76 ,10.94 ,72.15 ,14.00 ,24.10 ,38.20 ,16.90 ,86.10 ,10.30 ,3.60 ,60.80 ,33.50 ,4.80 
E01000961,Camden 017B,3.85 ,12.26 ,64.93 ,17.00 ,17.50 ,30.20 ,17.60 ,81.00 ,12.80 ,6.30 ,55.40 ,36.00 ,7.50 
E01000962,Camden 016A,2.64 ,5.78 ,80.65 ,16.10 ,27.10 ,31.70 ,19.10 ,92.70 ,5.20 ,2.20 ,52.30 ,40.70 ,6.30 
E01000963,Camden 017C,5.12 ,17.11 ,67.45 ,17.40 ,23.50 ,36.50 ,15.50 ,85.60 ,9.80 ,4.60 ,46.30 ,42.70 ,9.20 
E01000964,Camden 016B,2.71 ,10.65 ,72.35 ,14.40 ,22.20 ,36.50 ,15.80 ,86.00 ,9.80 ,4.20 ,52.50 ,39.80 ,7.00 
E01000965,Camden 016C,3.00 ,9.20 ,77.20 ,10.60 ,25.00 ,41.00 ,15.30 ,87.50 ,9.00 ,3.50 ,54.80 ,38.00 ,5.50 
E01000966,Camden 016D,2.48 ,9.33 ,76.39 ,17.50 ,29.80 ,32.90 ,17.00 ,92.30 ,5.60 ,2.10 ,40.30 ,46.80 ,10.10 
E01000967,Camden 017D,2.40 ,16.61 ,64.94 ,19.20 ,24.90 ,36.30 ,14.20 ,87.40 ,9.50 ,3.10 ,34.20 ,43.30 ,15.00 
E01000968,Camden 016E,3.04 ,9.57 ,79.20 ,10.00 ,25.10 ,41.30 ,18.70 ,87.20 ,8.00 ,4.70 ,55.80 ,38.80 ,4.90 
E01000969,Camden 010A,4.13 ,7.87 ,80.27 ,13.10 ,23.80 ,35.70 ,22.40 ,90.50 ,7.00 ,2.50 ,53.20 ,37.90 ,7.40 
E01000970,Camden 010B,2.89 ,6.99 ,87.33 ,5.30 ,23.70 ,48.90 ,18.40 ,91.30 ,6.00 ,2.80 ,61.50 ,33.20 ,5.10 
E01000971,Camden 010C,1.39 ,9.88 ,73.82 ,19.00 ,26.70 ,34.20 ,14.20 ,88.20 ,7.90 ,3.90 ,46.10 ,44.20 ,6.80 
E01000972,Camden 010D,4.87 ,9.31 ,74.12 ,10.90 ,17.30 ,43.60 ,14.60 ,80.60 ,10.70 ,8.70 ,66.80 ,28.90 ,3.90 
E01000973,Camden 010E,4.62 ,6.68 ,81.06 ,8.40 ,21.10 ,38.10 ,21.90 ,84.20 ,9.90 ,5.90 ,62.90 ,31.70 ,5.00 
E01000974,Camden 013E,3.76 ,8.90 ,78.44 ,7.80 ,19.10 ,43.60 ,18.10 ,81.30 ,11.50 ,7.10 ,64.90 ,30.20 ,3.90 
E01000975,Croydon 022A,3.47 ,7.87 ,75.45 ,13.50 ,24.90 ,33.00 ,17.20 ,86.70 ,10.10 ,3.20 ,43.70 ,43.00 ,12.30 
E01000976,Croydon 022B,3.43 ,9.00 ,71.99 ,15.30 ,19.80 ,35.20 ,16.00 ,83.80 ,11.10 ,5.00 ,50.50 ,39.40 ,8.60 
E01000977,Croydon 022C,2.77 ,13.86 ,71.58 ,12.60 ,16.30 ,51.70 ,9.40 ,77.10 ,15.50 ,7.40 ,56.60 ,37.40 ,5.20 
E01000978,Croydon 022D,2.56 ,9.35 ,75.77 ,13.50 ,19.20 ,47.40 ,10.90 ,85.70 ,9.70 ,4.60 ,54.80 ,38.00 ,5.90 
E01000979,Croydon 022E,5.71 ,9.57 ,73.99 ,15.20 ,24.20 ,38.60 ,14.60 ,86.00 ,10.30 ,3.70 ,44.70 ,47.20 ,6.70 
E01000980,Croydon 017A,2.08 ,7.96 ,69.51 ,21.90 ,21.20 ,29.70 ,11.00 ,84.10 ,12.20 ,3.80 ,32.30 ,49.50 ,13.40 
E01000981,Croydon 017B,2.40 ,8.53 ,68.09 ,24.30 ,26.00 ,26.00 ,8.70 ,85.70 ,10.50 ,3.80 ,29.50 ,50.50 ,16.40 
E01000982,Croydon 017C,1.79 ,7.67 ,71.20 ,17.40 ,25.40 ,30.00 ,10.20 ,85.40 ,9.70 ,4.90 ,38.50 ,47.50 ,12.10 
E01000983,Croydon 017D,2.56 ,9.87 ,70.79 ,22.90 ,26.90 ,25.60 ,13.50 ,84.80 ,11.90 ,3.30 ,28.60 ,50.40 ,17.40 
E01000984,Croydon 022F,2.94 ,12.96 ,67.20 ,14.20 ,18.70 ,42.30 ,11.40 ,79.00 ,13.00 ,8.00 ,50.50 ,42.20 ,5.40 
E01000985,Croydon 021A,1.39 ,16.03 ,65.72 ,24.10 ,39.20 ,17.90 ,10.30 ,86.20 ,10.90 ,2.90 ,16.70 ,43.70 ,30.50 
E01000986,Croydon 021B,2.89 ,14.38 ,66.57 ,19.50 ,31.00 ,27.50 ,11.70 ,85.00 ,11.70 ,3.30 ,27.20 ,43.30 ,21.70 
E01000987,Croydon 021C,2.20 ,15.72 ,67.58 ,22.80 ,38.00 ,18.30 ,11.50 ,85.00 ,11.30 ,3.70 ,21.60 ,44.20 ,26.30 
E01000989,Croydon 018A,1.39 ,12.95 ,64.56 ,26.40 ,30.10 ,21.00 ,8.80 ,85.10 ,11.30 ,3.60 ,11.30 ,45.40 ,34.20 
E01000990,Croydon 045A,1.95 ,11.27 ,63.10 ,15.10 ,16.40 ,30.70 ,11.00 ,78.90 ,13.70 ,7.40 ,41.10 ,44.60 ,11.50 
E01000991,Croydon 018B,2.64 ,22.86 ,61.67 ,18.60 ,41.40 ,23.60 ,8.20 ,83.90 ,12.20 ,3.90 ,8.60 ,44.90 ,35.20 
E01000992,Croydon 014A,3.66 ,7.58 ,64.96 ,21.90 ,15.50 ,29.20 ,12.70 ,82.20 ,12.30 ,5.50 ,36.80 ,44.70 ,13.80 
E01000993,Croydon 021D,2.94 ,12.65 ,66.91 ,24.40 ,27.40 ,23.50 ,9.60 ,84.60 ,12.30 ,3.10 ,26.90 ,52.80 ,16.20 
E01000994,Croydon 009A,2.08 ,10.30 ,66.52 ,21.10 ,22.80 ,22.00 ,17.00 ,85.20 ,10.40 ,4.30 ,29.70 ,43.30 ,22.40 
E01000995,Croydon 009B,3.09 ,13.00 ,63.46 ,19.40 ,18.30 ,28.00 ,19.40 ,84.20 ,11.20 ,4.70 ,39.90 ,46.20 ,11.60 
E01000996,Croydon 009C,1.10 ,9.97 ,70.65 ,16.30 ,26.90 ,24.60 ,15.60 ,83.80 ,11.60 ,4.50 ,26.20 ,48.80 ,19.40 
E01000997,Croydon 009D,2.64 ,13.54 ,64.26 ,17.40 ,21.20 ,25.90 ,19.70 ,81.20 ,12.70 ,6.20 ,35.90 ,45.90 ,15.50 
E01000998,Croydon 010A,3.09 ,8.19 ,70.92 ,14.30 ,14.30 ,34.00 ,17.60 ,82.60 ,13.40 ,4.00 ,49.80 ,37.80 ,9.90 
E01000999,Croydon 009E,1.39 ,12.39 ,68.84 ,18.30 ,20.20 ,21.10 ,25.20 ,83.00 ,12.80 ,4.10 ,31.90 ,44.50 ,18.80 
E01001000,Croydon 010B,2.94 ,9.55 ,68.75 ,16.10 ,20.90 ,27.30 ,19.20 ,83.30 ,11.80 ,5.00 ,44.10 ,40.70 ,12.10 
E01001001,Croydon 013A,2.08 ,8.70 ,67.36 ,15.40 ,14.60 ,36.50 ,13.60 ,81.30 ,13.00 ,5.80 ,47.50 ,41.00 ,9.70 
E01001002,Croydon 009F,1.95 ,9.98 ,67.09 ,18.10 ,16.50 ,29.70 ,16.30 ,83.20 ,11.50 ,5.20 ,39.40 ,45.00 ,12.40 
E01001003,Croydon 010C,1.95 ,8.87 ,66.18 ,16.10 ,16.40 ,34.70 ,14.80 ,84.80 ,11.30 ,4.00 ,39.00 ,48.80 ,8.90 
E01001004,Croydon 015A,2.56 ,4.93 ,66.42 ,20.50 ,15.20 ,24.80 ,15.60 ,86.10 ,9.40 ,4.40 ,37.50 ,50.40 ,10.40 
E01001005,Croydon 019A,3.22 ,6.46 ,65.26 ,24.10 ,14.20 ,18.30 ,27.40 ,85.10 ,11.10 ,3.80 ,45.10 ,42.50 ,10.30 
E01001006,Croydon 016A,4.06 ,3.92 ,65.02 ,20.80 ,15.70 ,29.40 ,9.70 ,85.90 ,10.60 ,3.50 ,35.10 ,49.50 ,13.30 
E01001007,Croydon 016B,2.20 ,8.18 ,66.41 ,27.80 ,20.80 ,18.30 ,17.50 ,83.90 ,11.50 ,4.60 ,26.40 ,49.80 ,18.80 
E01001008,Croydon 019B,3.26 ,8.52 ,64.86 ,20.60 ,18.00 ,19.90 ,15.80 ,81.90 ,12.40 ,5.70 ,36.20 ,47.20 ,12.80 
E01001009,Croydon 019C,2.30 ,6.99 ,64.95 ,26.80 ,14.40 ,21.80 ,19.90 ,86.50 ,10.50 ,3.10 ,43.80 ,42.70 ,11.80 
E01001010,Croydon 019D,5.56 ,8.78 ,63.67 ,18.60 ,15.20 ,21.90 ,15.60 ,78.90 ,13.00 ,8.10 ,38.60 ,44.70 ,13.00 
E01001011,Croydon 019E,3.14 ,6.10 ,70.99 ,18.70 ,13.00 ,33.20 ,17.20 ,83.80 ,11.20 ,4.90 ,53.40 ,38.00 ,7.30 
E01001012,Croydon 020A,3.22 ,6.61 ,70.97 ,14.50 ,13.00 ,35.80 ,21.40 ,81.20 ,12.90 ,5.90 ,57.10 ,34.90 ,6.60 
E01001013,Croydon 020B,4.96 ,9.91 ,66.45 ,13.10 ,10.80 ,39.50 ,14.50 ,76.30 ,15.30 ,8.40 ,63.10 ,30.30 ,5.20 
E01001014,Croydon 024A,6.21 ,5.56 ,70.22 ,15.50 ,19.50 ,31.50 ,11.10 ,84.30 ,10.90 ,4.80 ,52.60 ,40.20 ,6.20 
E01001015,Croydon 041A,2.30 ,11.18 ,65.28 ,21.40 ,30.70 ,20.60 ,8.90 ,83.50 ,11.50 ,5.10 ,21.60 ,41.00 ,28.00 
E01001016,Croydon 041B,2.48 ,18.18 ,61.64 ,22.30 ,34.90 ,24.20 ,7.50 ,85.20 ,11.80 ,3.00 ,12.00 ,48.10 ,30.10 
E01001018,Croydon 044A,1.79 ,19.47 ,62.02 ,25.20 ,39.60 ,24.30 ,4.10 ,83.00 ,13.60 ,3.40 ,13.30 ,41.20 ,34.70 
E01001019,Croydon 044B,1.39 ,21.38 ,61.75 ,27.20 ,40.30 ,24.80 ,3.90 ,85.40 ,10.60 ,4.00 ,15.70 ,36.60 ,37.10 
E01001020,Croydon 044C,2.71 ,19.39 ,61.96 ,23.40 ,34.70 ,25.00 ,6.50 ,82.70 ,12.80 ,4.50 ,18.00 ,42.80 ,29.70 
E01001021,Croydon 044D,2.30 ,22.45 ,55.48 ,14.90 ,24.10 ,35.80 ,6.30 ,72.00 ,19.70 ,8.30 ,39.00 ,38.50 ,19.00 
E01001022,Croydon 044E,1.10 ,27.39 ,56.71 ,20.50 ,41.20 ,24.90 ,4.90 ,81.20 ,13.90 ,4.90 ,10.60 ,43.70 ,36.00 
E01001023,Croydon 041C,3.74 ,16.51 ,65.30 ,16.50 ,22.60 ,39.00 ,11.10 ,79.70 ,14.80 ,5.60 ,31.70 ,43.70 ,19.10 
E01001024,Croydon 043B,1.95 ,12.39 ,66.32 ,26.10 ,32.50 ,21.20 ,9.60 ,86.90 ,10.90 ,2.20 ,14.30 ,46.40 ,29.70 
E01001025,Croydon 043C,1.79 ,16.98 ,62.19 ,26.20 ,37.60 ,20.90 ,5.30 ,86.00 ,11.10 ,2.90 ,13.90 ,40.10 ,32.90 
E01001026,Croydon 043D,1.39 ,13.42 ,64.37 ,28.70 ,31.40 ,20.60 ,6.60 ,83.60 ,12.20 ,4.20 ,16.70 ,43.70 ,29.30 
E01001027,Croydon 043E,3.14 ,12.14 ,64.48 ,29.00 ,34.30 ,16.70 ,7.50 ,86.00 ,10.80 ,3.20 ,6.70 ,37.10 ,40.40 
E01001028,Croydon 038A,1.39 ,20.06 ,62.09 ,28.00 ,39.60 ,15.50 ,11.90 ,84.80 ,11.00 ,4.20 ,4.20 ,26.30 ,46.20 
E01001029,Croydon 038B,2.71 ,18.08 ,65.41 ,22.90 ,34.20 ,19.40 ,14.40 ,82.40 ,12.50 ,5.10 ,14.60 ,39.00 ,33.30 
E01001030,Croydon 038C,1.39 ,13.82 ,65.49 ,35.30 ,36.80 ,13.20 ,9.70 ,87.20 ,9.60 ,3.30 ,8.20 ,33.80 ,42.00 
E01001031,Croydon 038D,1.39 ,14.12 ,66.03 ,31.00 ,40.70 ,12.80 ,9.00 ,86.80 ,10.00 ,3.30 ,8.40 ,33.60 ,38.30 
E01001032,Croydon 035A,1.95 ,25.36 ,57.88 ,22.70 ,47.90 ,17.90 ,6.20 ,85.60 ,10.50 ,3.90 ,8.50 ,41.20 ,37.90 
E01001033,Croydon 031A,3.18 ,12.38 ,67.02 ,19.20 ,25.90 ,32.90 ,10.80 ,83.90 ,12.40 ,3.70 ,31.40 ,46.50 ,17.40 
E01001034,Croydon 031B,2.40 ,8.97 ,72.89 ,18.30 ,29.40 ,32.60 ,10.20 ,88.60 ,8.70 ,2.70 ,27.60 ,51.80 ,16.50 
E01001035,Croydon 027A,2.08 ,10.68 ,75.17 ,12.10 ,22.90 ,44.20 ,12.50 ,85.20 ,10.70 ,4.00 ,35.40 ,52.30 ,10.80 
E01001036,Croydon 029A,2.30 ,20.18 ,63.97 ,17.20 ,37.40 ,32.50 ,8.80 ,84.90 ,11.50 ,3.60 ,19.70 ,45.50 ,26.80 
E01001037,Croydon 029B,3.18 ,7.02 ,70.49 ,18.40 ,22.00 ,29.50 ,12.80 ,86.30 ,10.80 ,2.90 ,39.10 ,50.30 ,9.10 
E01001038,Croydon 029C,2.48 ,7.25 ,78.40 ,11.60 ,26.70 ,45.80 ,8.00 ,85.30 ,10.60 ,4.10 ,37.10 ,50.20 ,11.40 
E01001039,Croydon 029D,1.10 ,16.21 ,65.88 ,23.50 ,35.70 ,24.90 ,9.40 ,87.00 ,10.00 ,3.00 ,15.30 ,43.40 ,31.60 
E01001040,Croydon 029E,2.64 ,7.85 ,71.43 ,18.30 ,24.90 ,31.50 ,11.40 ,88.10 ,9.20 ,2.80 ,34.20 ,51.20 ,12.70 
E01001041,Croydon 031C,2.64 ,7.20 ,70.45 ,16.80 ,19.30 ,39.10 ,10.90 ,86.20 ,9.90 ,3.90 ,36.40 ,48.50 ,12.90 
E01001042,Croydon 024B,4.47 ,4.46 ,75.19 ,15.00 ,18.50 ,37.30 ,12.10 ,85.60 ,10.90 ,3.50 ,56.30 ,36.00 ,6.50 
E01001043,Croydon 027B,5.89 ,3.72 ,77.46 ,12.80 ,19.60 ,35.20 ,17.00 ,88.10 ,8.80 ,3.10 ,58.30 ,34.70 ,6.40 
E01001044,Croydon 023A,2.08 ,18.31 ,64.52 ,20.30 ,27.90 ,37.00 ,8.40 ,85.50 ,11.00 ,3.50 ,27.40 ,55.70 ,13.50 
E01001045,Croydon 027C,5.33 ,11.32 ,75.22 ,10.50 ,19.70 ,51.50 ,8.70 ,81.30 ,13.60 ,5.10 ,57.60 ,36.30 ,4.80 
E01001046,Croydon 023B,1.10 ,14.22 ,67.28 ,20.80 ,23.10 ,42.90 ,8.20 ,87.00 ,10.30 ,2.70 ,40.40 ,48.90 ,9.80 
E01001047,Croydon 027D,2.40 ,10.04 ,75.55 ,12.10 ,18.30 ,47.50 ,12.90 ,85.10 ,10.40 ,4.50 ,50.40 ,42.10 ,6.10 
E01001048,Croydon 020C,5.78 ,5.82 ,72.76 ,14.90 ,17.70 ,39.00 ,12.50 ,87.00 ,9.70 ,3.30 ,61.10 ,34.40 ,4.00 
E01001049,Croydon 023C,2.56 ,20.51 ,64.06 ,18.80 ,39.60 ,19.80 ,13.10 ,86.10 ,9.90 ,4.00 ,10.70 ,43.60 ,32.10 
E01001050,Croydon 023D,1.39 ,23.27 ,59.48 ,17.30 ,19.60 ,45.10 ,9.10 ,78.00 ,14.50 ,7.50 ,53.10 ,40.60 ,5.40 
E01001051,Croydon 030A,1.95 ,14.07 ,56.62 ,18.10 ,18.10 ,28.90 ,7.60 ,78.00 ,15.50 ,6.50 ,47.20 ,37.70 ,12.00 
E01001052,Croydon 030B,2.08 ,8.71 ,57.71 ,19.40 ,16.60 ,15.50 ,12.60 ,82.20 ,12.00 ,5.70 ,38.50 ,45.50 ,13.80 
E01001053,Croydon 032A,1.61 ,11.63 ,61.14 ,21.10 ,28.10 ,19.50 ,9.70 ,80.30 ,13.30 ,6.40 ,28.80 ,46.30 ,19.90 
E01001054,Croydon 030C,2.30 ,13.33 ,61.05 ,21.20 ,24.10 ,19.20 ,10.30 ,79.40 ,13.50 ,7.10 ,40.10 ,43.10 ,14.10 
E01001055,Croydon 032B,1.39 ,15.11 ,61.63 ,15.70 ,24.80 ,27.40 ,10.30 ,74.60 ,16.70 ,8.70 ,37.10 ,42.60 ,15.60 
E01001056,Croydon 030D,1.39 ,5.62 ,56.29 ,25.50 ,12.80 ,13.70 ,8.80 ,81.70 ,12.30 ,5.90 ,44.90 ,42.00 ,10.60 
E01001057,Croydon 030E,1.10 ,3.69 ,57.44 ,22.00 ,7.80 ,14.10 ,8.90 ,82.60 ,12.40 ,5.00 ,57.10 ,34.70 ,6.90 
E01001059,Croydon 034B,1.95 ,12.61 ,70.13 ,15.50 ,24.30 ,42.80 ,6.20 ,84.90 ,11.50 ,3.70 ,17.80 ,61.70 ,18.50 
E01001060,Croydon 034C,1.39 ,12.52 ,65.97 ,21.60 ,26.60 ,31.50 ,6.80 ,84.80 ,12.10 ,3.10 ,14.60 ,52.70 ,25.70 
E01001061,Croydon 034D,1.79 ,11.61 ,66.93 ,19.30 ,22.30 ,36.90 ,7.20 ,81.50 ,13.40 ,5.20 ,21.50 ,50.30 ,22.00 
E01001062,Croydon 026A,4.47 ,22.34 ,62.67 ,20.30 ,44.10 ,19.80 ,8.80 ,83.30 ,13.30 ,3.40 ,10.50 ,39.40 ,37.00 
E01001063,Croydon 026B,2.48 ,15.85 ,66.86 ,23.90 ,35.30 ,23.70 ,8.70 ,83.70 ,12.70 ,3.60 ,16.50 ,43.10 ,28.40 
E01001064,Croydon 026C,3.47 ,22.00 ,62.50 ,18.80 ,43.20 ,21.70 ,9.30 ,82.30 ,13.60 ,4.10 ,8.00 ,40.10 ,37.20 
E01001065,Croydon 034E,4.19 ,19.94 ,67.32 ,12.50 ,30.80 ,45.50 ,5.10 ,81.60 ,14.40 ,4.00 ,22.90 ,49.40 ,19.50 
E01001066,Croydon 034F,2.40 ,10.88 ,59.68 ,20.30 ,15.40 ,23.70 ,9.50 ,80.60 ,13.00 ,6.40 ,35.10 ,45.20 ,14.40 
E01001067,Croydon 041D,1.61 ,16.43 ,63.09 ,31.00 ,43.80 ,12.80 ,7.80 ,89.30 ,8.40 ,2.30 ,7.30 ,36.70 ,40.10 
E01001068,Croydon 042A,1.79 ,13.15 ,64.60 ,21.80 ,30.50 ,24.70 ,6.40 ,85.40 ,11.20 ,3.30 ,15.80 ,48.90 ,25.90 
E01001069,Croydon 040A,1.95 ,18.41 ,61.23 ,27.60 ,34.80 ,21.20 ,7.60 ,83.80 ,12.20 ,4.00 ,9.00 ,47.60 ,32.40 
E01001070,Croydon 040B,2.20 ,18.95 ,59.91 ,20.60 ,33.20 ,22.90 ,8.50 ,81.40 ,13.20 ,5.40 ,14.30 ,45.20 ,32.80 
E01001071,Croydon 042B,1.61 ,10.47 ,66.47 ,26.80 ,30.50 ,23.90 ,5.70 ,87.80 ,9.30 ,3.00 ,16.70 ,46.00 ,29.70 
E01001073,Croydon 037A,0.69 ,12.63 ,70.09 ,18.40 ,28.50 ,33.50 ,10.70 ,84.70 ,11.40 ,4.00 ,23.50 ,49.20 ,22.70 
E01001074,Croydon 041E,1.95 ,9.88 ,69.48 ,18.50 ,24.80 ,33.80 ,8.70 ,84.00 ,12.30 ,3.70 ,28.90 ,46.90 ,18.40 
E01001075,Croydon 040C,2.77 ,13.51 ,64.19 ,24.60 ,26.00 ,32.50 ,6.80 ,86.00 ,10.80 ,3.20 ,20.60 ,55.30 ,21.50 
E01001076,Croydon 036A,4.06 ,11.33 ,61.08 ,24.30 ,22.40 ,22.00 ,8.30 ,80.20 ,13.90 ,5.90 ,36.00 ,39.80 ,17.00 
E01001077,Croydon 032C,0.69 ,13.61 ,66.12 ,20.10 ,37.90 ,21.00 ,6.70 ,83.60 ,12.30 ,4.10 ,18.00 ,44.70 ,26.60 
E01001078,Croydon 032D,3.14 ,10.47 ,62.89 ,21.10 ,25.00 ,18.90 ,7.40 ,80.10 ,14.60 ,5.30 ,34.70 ,43.70 ,17.00 
E01001079,Croydon 036B,1.39 ,13.21 ,60.50 ,20.20 ,23.50 ,22.10 ,6.60 ,78.60 ,14.60 ,6.80 ,36.20 ,41.30 ,16.40 
E01001080,Croydon 036C,2.64 ,16.09 ,56.91 ,14.00 ,15.40 ,37.30 ,8.20 ,72.90 ,17.80 ,9.40 ,53.00 ,34.80 ,10.90 
