lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,ethnic_bame,tenure_owned_with_a_mortgage_or_loan,no_qualifications,good_health,bad_health
E01001893,Hammersmith and Fulham 013A,909,1707,2106,5906,1704,4004,1107,1804,8206,509
E01001894,Hammersmith and Fulham 013B,902,1503,1208,6502,1804,3408,1005,1802,7905,804
E01001898,Hammersmith and Fulham 013C,606,2204,701,6708,902,3202,1602,709,8803,309
E01001899,Hammersmith and Fulham 013D,1009,1605,1802,6007,1501,3903,704,2502,7302,1102
E01001900,Hammersmith and Fulham 013E,702,1606,1308,6401,1408,3509,908,1806,7807,802
E01001889,Hammersmith and Fulham 014A,403,1909,701,7606,608,2304,2705,807,8606,405
E01001910,Hammersmith and Fulham 014B,408,2301,5,7002,705,2908,1803,702,8804,304
E01001913,Hammersmith and Fulham 014C,208,2007,302,8406,105,1504,2402,302,9405,103
E01001914,Hammersmith and Fulham 014D,502,2105,503,6702,802,3208,1603,707,8904,209
E01001885,Hammersmith and Fulham 015A,1606,1201,2803,44,2801,56,506,2808,74,1004
E01001908,Hammersmith and Fulham 015B,509,2207,508,7001,507,2909,1804,606,9002,302
E01001909,Hammersmith and Fulham 015C,605,22,907,72,904,28,1808,15,8206,508
E01001911,Hammersmith and Fulham 015D,1003,1208,21,5005,2302,4905,1201,2004,7806,702
E01001912,Hammersmith and Fulham 015E,1202,1208,2107,4703,21,5207,903,1904,8108,701
E01001886,Hammersmith and Fulham 016A,807,1702,1702,6609,1402,3301,1904,1606,8509,409
E01001887,Hammersmith and Fulham 016B,505,16,1003,6804,1101,3106,1601,1704,8006,704
E01001890,Hammersmith and Fulham 016C,307,1007,503,5709,908,4201,1103,605,8909,3
E01001892,Hammersmith and Fulham 016D,804,1607,1707,6502,1605,3408,17,1707,83,606
E01001880,Hammersmith and Fulham 017A,509,2109,904,7407,703,2503,1102,1609,8307,506
E01001881,Hammersmith and Fulham 017B,307,2504,805,8007,409,1903,1901,905,8805,308
E01001882,Hammersmith and Fulham 017C,402,2208,506,7706,506,2204,2501,701,9109,201
E01001883,Hammersmith and Fulham 017D,502,1908,9,7002,707,2908,1503,1403,8308,508
E01001884,Hammersmith and Fulham 017E,504,1605,802,6603,1007,3307,1102,1608,8206,607
E01001888,Hammersmith and Fulham 018A,408,2301,7,8002,304,1908,2905,1101,8603,402
E01001891,Hammersmith and Fulham 018B,302,2005,406,7201,407,2709,1906,704,9104,204
E01001917,Hammersmith and Fulham 018C,303,2105,803,8401,4,1509,2308,1604,83,501
E01001918,Hammersmith and Fulham 018D,408,1903,9,8008,409,1902,3301,1006,8903,309
E01001919,Hammersmith and Fulham 018E,404,2109,606,8209,302,1701,3002,908,8807,309
E01001879,Hammersmith and Fulham 019A,706,1704,1006,7206,1103,2704,1609,15,8503,604
E01001901,Hammersmith and Fulham 019B,501,2104,706,8306,304,1604,2702,703,9108,208
E01001902,Hammersmith and Fulham 019C,406,2402,606,7908,609,2002,1904,1103,8507,501
E01001903,Hammersmith and Fulham 019D,702,1801,1501,6604,1108,3306,1509,1607,8409,505
E01001920,Hammersmith and Fulham 020A,704,1404,709,7208,908,2702,1104,1903,7509,908
E01001921,Hammersmith and Fulham 020B,608,2007,704,8304,504,1606,2206,11,89,209
E01001922,Hammersmith and Fulham 020C,503,2207,609,8308,307,1602,2109,7,9109,204
E01001923,Hammersmith and Fulham 020D,309,2104,902,7701,505,2209,2201,1201,8707,305
E01001924,Hammersmith and Fulham 020E,3,1802,405,8606,102,1304,3003,405,9403,101
E01001947,Hammersmith and Fulham 021A,1301,1204,2505,5009,2503,4901,905,2209,80,709
E01001948,Hammersmith and Fulham 021B,404,2203,707,7904,7,2006,2109,608,9004,303
E01001949,Hammersmith and Fulham 021C,4,2203,505,8902,203,1008,2501,408,9208,107
E01001950,Hammersmith and Fulham 021D,307,2404,407,87,206,13,2404,408,9305,2
E01001951,Hammersmith and Fulham 021E,5,1907,707,7907,603,2003,20,807,8805,302
E01001953,Hammersmith and Fulham 021F,608,1702,1108,7103,907,2807,1403,1409,8405,409
E01001904,Hammersmith and Fulham 022A,405,2402,404,8404,407,1506,2902,902,9003,208
E01001905,Hammersmith and Fulham 022B,206,2109,505,8408,304,1502,2509,803,8907,208
E01001906,Hammersmith and Fulham 022C,401,25,403,8203,404,1707,2706,604,9001,301
E01001907,Hammersmith and Fulham 022D,405,2409,701,85,301,15,2508,801,9006,301
E01001935,Hammersmith and Fulham 023A,602,20,1008,7804,709,2106,2307,1201,8503,408
E01001939,Hammersmith and Fulham 023C,604,20,1501,6608,1109,3302,1202,1505,8402,502
E01032788,Hammersmith and Fulham 023D,801,1409,20,6903,1402,3007,2008,1307,8604,408
E01032789,Hammersmith and Fulham 023E,502,1609,1109,5509,1204,4401,1707,508,9202,303
E01032790,Hammersmith and Fulham 023F,406,1801,1301,58,1403,42,1404,1108,8805,4
E01001915,Hammersmith and Fulham 024A,4,2001,601,8703,3,1207,2304,707,8809,209
E01001916,Hammersmith and Fulham 024B,304,2909,306,9006,8,904,1709,407,8803,206
E01001926,Hammersmith and Fulham 024C,309,2509,407,8704,104,1206,2805,509,92,201
E01001952,Hammersmith and Fulham 024D,406,2004,504,7908,501,2002,1904,608,9001,305
E01001925,Hammersmith and Fulham 025A,309,2203,406,8401,209,1509,2706,601,92,2
E01001934,Hammersmith and Fulham 025B,901,1902,1706,6705,1209,3205,1502,15,8403,409
E01001937,Hammersmith and Fulham 025C,502,1906,8,8301,402,1609,2403,902,9008,209
E01001938,Hammersmith and Fulham 025D,605,19,18,6504,1605,3406,1704,1702,8503,504
E01001969,Haringey 001A,10,19,1404,6305,1405,3605,2007,1906,8106,507
E01001971,Haringey 001B,1205,1304,2301,4904,2508,5006,1303,2301,8002,701
E01001974,Haringey 001C,805,2009,905,6505,1003,3405,2408,1306,8504,409
E01001975,Haringey 001D,802,2009,1006,6701,1208,3209,2409,12,8708,401
E01002036,Haringey 002A,16,1302,2307,3807,4101,6103,1709,3005,7903,609
E01002037,Haringey 002B,2208,1003,2301,3803,3904,6107,805,2706,7604,802
E01002039,Haringey 002C,1807,708,3501,3906,4101,6004,503,3002,7604,809
E01002040,Haringey 002D,13,1509,23,37,4402,63,20,2506,8001,506
E01001962,Haringey 004A,508,2102,1304,7107,1002,2803,3807,1104,8605,401
E01001970,Haringey 004B,1003,1404,2501,4902,2605,5008,1601,1705,8306,507
E01001972,Haringey 004C,808,2002,15,6108,1709,3802,2208,1906,8003,702
E01001973,Haringey 004D,505,2202,1504,65,1209,35,2206,1606,8403,404
E01002090,Haringey 005A,909,2009,2105,5105,2207,4805,2401,2906,7905,707
E01002093,Haringey 005B,1202,1507,2602,52,2609,48,1804,3402,7403,809
E01002096,Haringey 005C,1301,1307,2609,5006,2503,4904,2108,3001,77,903
E01002097,Haringey 005D,1406,1205,3401,4505,2604,5405,2402,2706,8008,608
E01002091,Haringey 006A,1208,1703,2207,4906,2801,5004,1803,3605,75,902
E01002092,Haringey 006B,1205,1309,2305,4002,3708,5908,1707,2506,82,602
E01002094,Haringey 006C,1204,1709,3409,4408,3004,5502,2003,2702,7904,608
E01002095,Haringey 006D,1308,1203,3206,4505,2805,5405,1601,2709,8004,701
E01002098,Haringey 007A,702,24,1008,6806,11,3104,2702,1203,8305,409
E01002101,Haringey 007B,708,2209,909,6201,1304,3709,3205,1903,8308,507
E01002102,Haringey 007C,805,2107,1409,6003,1409,3907,2006,1507,82,506
E01002105,Haringey 007D,801,2206,1305,6005,1401,3905,1601,1709,8301,407
E01002099,Haringey 008A,14,1405,2204,4801,2705,5109,1404,2803,7703,903
E01002100,Haringey 008B,808,1705,1709,4901,1808,5009,2007,2301,81,508
E01002103,Haringey 008C,604,1902,15,5601,1503,4309,2408,2002,8207,409
E01002104,Haringey 008D,1002,2206,1904,5209,1802,4701,2907,2108,7903,601
E01001963,Haringey 009A,606,2605,804,8202,504,1708,4108,803,8801,4
E01001964,Haringey 009B,501,2802,903,7509,702,2401,3502,605,8905,302
E01001965,Haringey 009C,407,2902,709,8205,409,1705,4601,707,8806,402
E01001966,Haringey 009D,401,2709,709,83,309,17,3604,801,8704,302
E01002027,Haringey 010A,702,1706,1808,5705,1702,4205,2203,1904,7904,804
E01002028,Haringey 010B,903,1908,1902,5704,1705,4206,2304,1808,8104,603
E01002032,Haringey 010C,909,12,2301,55,1904,45,1703,2307,8004,802
E01002033,Haringey 010D,1305,1701,2505,5208,20,4702,1706,2202,79,608
E01001976,Haringey 011A,1003,1504,2107,4301,3509,5609,2207,2302,8008,608
E01001977,Haringey 011B,1007,1505,1905,4503,3104,5407,1908,2504,8008,705
E01001978,Haringey 011C,909,1304,2004,3807,3703,6103,1608,2803,7704,709
E01001979,Haringey 011D,1009,1306,2008,4002,32,5908,1205,2108,8202,605
E01002074,Haringey 012A,1505,1207,2601,3703,4104,6207,1708,2907,7908,604
E01002077,Haringey 012B,12,1207,3108,4609,2905,5301,803,2308,8304,502
E01002079,Haringey 012C,11,1907,2008,4607,2804,5303,2705,2408,8209,407
E01002081,Haringey 012D,1304,1405,1903,4009,3204,5901,14,2902,7608,805
E01002082,Haringey 013A,1506,1207,3102,3304,4608,6606,702,2906,7605,904
E01002086,Haringey 013B,1201,1808,1709,5006,2702,4904,1905,2606,7801,805
E01002088,Haringey 013C,705,1808,1304,6105,1305,3805,2406,2305,8201,509
E01002089,Haringey 013D,1908,703,2604,3208,5006,6702,403,2906,7903,706
E01001967,Haringey 014A,309,27,805,8207,302,1703,3603,609,90,208
E01001968,Haringey 014B,409,2502,706,7902,307,2008,3102,704,8705,309
E01001996,Haringey 014C,504,2409,609,8407,402,1503,37,902,8803,301
E01001997,Haringey 014D,6,2308,503,8302,206,1608,2506,504,8904,202
E01002075,Haringey 015A,1207,1204,2809,4208,3306,5702,2202,2405,8302,504
E01002076,Haringey 015B,1006,1502,2504,41,3205,59,2404,2208,81,603
E01002078,Haringey 015C,1009,1508,1802,4403,3304,5507,2101,2301,8004,706
E01002080,Haringey 015D,809,1609,1804,4008,2707,5902,2301,1906,8101,6
E01002026,Haringey 016A,1502,1107,2001,4408,3102,5502,9,2703,7303,1104
E01002029,Haringey 016B,801,1309,1806,5202,2209,4708,1104,1908,7906,702
E01002030,Haringey 016C,807,2007,1308,5704,1603,4206,1708,1704,8101,6
E01002031,Haringey 016D,808,1803,1309,6008,1406,3902,1307,1804,8304,509
E01001991,Haringey 017A,308,2002,903,8104,403,1806,2505,702,8707,307
E01001992,Haringey 017B,302,2905,507,8503,105,1407,2702,604,8905,202
E01001993,Haringey 017C,306,2205,602,8804,101,1106,3406,504,8903,303
E01001995,Haringey 017D,9,18,2204,6701,12,3209,3403,18,8301,507
E01001980,Haringey 018A,902,1605,1707,4309,3007,5601,2507,2102,82,506
E01001981,Haringey 018B,14,1401,1808,4204,3009,5706,2103,21,8305,505
E01001982,Haringey 018C,908,1405,1705,4709,33,5201,24,1905,8109,601
E01001983,Haringey 018D,906,1805,2003,5303,2302,4607,33,2001,8207,506
E01002083,Haringey 019A,608,2602,706,5901,1205,4009,2304,2302,8109,506
E01002084,Haringey 019B,708,2007,10,6107,1205,3803,2708,2204,8105,506
E01002085,Haringey 019C,805,2109,1303,5602,1609,4308,1702,1808,8105,605
E01002087,Haringey 019D,908,1809,1304,5801,16,4109,1705,2102,8002,705
E01002014,Haringey 020B,601,2506,908,7206,904,2704,2704,1006,8506,5
E01002015,Haringey 020C,1101,24,1507,6503,1603,3407,2302,1904,7706,708
E01002018,Haringey 020D,9,2104,1708,7302,1101,2608,3202,1802,8104,604
E01033085,Haringey 020E,705,26,11,6307,1402,3603,22,1001,8606,304
E01033086,Haringey 020F,1404,1303,2504,5108,2407,4802,906,2807,7105,1006
E01002020,Haringey 021A,603,2107,1102,7702,9,2208,2609,904,8505,501
E01002022,Haringey 021B,404,2601,507,8508,301,1402,2008,803,88,304
E01002023,Haringey 021C,306,2606,707,8501,5,1409,3403,809,8803,304
E01002025,Haringey 021D,403,2907,508,8402,3,1508,3001,401,92,104
E01002013,Haringey 022A,5,2801,1008,8209,504,1701,4405,1005,8707,306
E01002019,Haringey 022B,402,3604,606,8701,203,1209,4205,7,8808,207
E01002021,Haringey 022C,4,2704,706,8506,404,1404,3505,705,8802,206
E01002024,Haringey 022D,501,2602,802,8101,6,1809,3204,1403,8406,502
E01001998,Haringey 023A,602,24,9,6804,807,3106,25,1302,8403,409
E01001999,Haringey 023B,608,2009,1004,6508,1105,3402,2407,1505,8303,507
E01002003,Haringey 023C,1001,1502,16,5708,17,4202,1001,1808,8205,6
E01002004,Haringey 023D,802,2207,1101,6402,1009,3508,2709,1407,83,604
E01002067,Haringey 024A,1208,1403,1703,4908,2704,5002,1504,2601,7708,8
E01002069,Haringey 024B,1209,1408,1106,5006,2405,4904,1502,2303,7801,709
E01002070,Haringey 024C,905,18,1603,5201,2201,4709,2709,1903,8406,406
E01002073,Haringey 024D,1003,1302,1902,4907,2603,5003,2003,2208,8007,609
E01002066,Haringey 025A,11,907,2406,3706,3608,6204,905,2402,7906,808
E01002068,Haringey 025B,1205,1504,1405,51,3001,49,1706,1808,8203,604
E01002071,Haringey 025C,1109,1104,2207,3806,3409,6104,1206,2606,8001,802
E01002072,Haringey 025D,906,1507,1802,4607,3001,5303,1807,2108,7702,901
E01002043,Haringey 026A,808,19,1209,5308,1909,4602,2208,2007,8209,501
E01002045,Haringey 026B,1309,1103,1908,4509,2903,5401,1309,2004,8002,708
E01002046,Haringey 026C,907,13,1809,4607,3304,5303,1908,2508,7705,802
E01002049,Haringey 026D,904,1502,1806,4506,2808,5404,2301,26,7808,701
E01002042,Haringey 027A,605,1908,902,6005,1607,3905,2507,1701,8109,6
E01002044,Haringey 027B,703,2304,10,6504,905,3406,2105,1605,8506,409
E01002047,Haringey 027C,509,1809,10,6506,905,3404,1903,1709,8107,602
E01002048,Haringey 027D,902,1705,1501,5505,1901,4405,2408,1902,8103,609
E01002016,Haringey 028A,506,2207,14,6907,14,3003,2701,1007,8402,606
E01002017,Haringey 028B,1103,2503,10,6907,13,3003,3008,1002,8803,304
E01002059,Haringey 028C,804,2003,1309,7209,1201,2701,2807,1408,8207,603
E01002060,Haringey 028D,405,2408,9,8105,608,1805,3608,604,8901,301
E01002050,Haringey 029A,6,1508,1301,6803,1105,3107,2006,3001,8803,306
E01002051,Haringey 029B,1003,15,1509,5201,2505,4709,1308,25,8301,505
E01002052,Haringey 029C,902,1801,1205,6801,1105,3109,1904,3203,8605,4
E01002055,Haringey 029D,503,1806,801,7202,707,2708,2101,2804,8808,401
E01001994,Haringey 030A,307,3003,608,7506,406,2404,2709,903,8701,3
E01002008,Haringey 030B,303,2609,7,8205,209,1705,2103,903,8702,401
E01002010,Haringey 030C,402,2804,1305,77,704,23,2409,1109,8303,506
E01002011,Haringey 030D,402,2707,709,77,702,23,2607,7,8801,308
E01002000,Haringey 031A,509,2006,1003,6904,1107,3006,30,1205,8503,407
E01002001,Haringey 031B,6,2303,608,6905,901,3005,2508,12,8601,404
E01002002,Haringey 031C,701,2207,1008,6503,13,3407,2002,1007,8504,407
E01002058,Haringey 031D,801,1908,1103,6105,1405,3805,1604,1502,8405,5
E01002053,Haringey 032A,1104,14,2007,4601,2906,5309,1804,2501,7906,706
E01002054,Haringey 032B,1508,11,2308,4603,3203,5307,11,2702,7901,809
E01002056,Haringey 032C,7,1204,14,5603,2509,4307,18,2002,8107,509
E01002057,Haringey 032D,809,2302,1503,5608,2501,4302,1909,1909,8205,508
E01001984,Haringey 033A,406,2507,503,7806,507,2104,2505,701,8803,303
E01001985,Haringey 033B,307,2507,409,8704,207,1206,3509,501,8908,209
E01001987,Haringey 033C,307,33,401,8404,204,1506,2904,502,9008,205
E01001989,Haringey 033D,502,2807,607,8001,607,1909,3204,604,8806,305
E01001986,Haringey 034A,305,2206,802,8103,504,1807,3109,703,9006,201
E01001988,Haringey 034B,404,2603,601,8202,402,1708,2609,709,8703,306
E01001990,Haringey 034C,604,2404,604,80,306,20,2309,509,9101,301
E01002062,Haringey 034D,407,2803,604,74,1001,26,3109,806,8807,209
E01002005,Haringey 035A,303,28,506,8008,301,1902,2605,305,9103,208
E01002006,Haringey 035B,405,2701,608,8103,502,1807,3003,501,9007,209
E01002007,Haringey 035C,405,3005,405,8309,4,1601,2002,309,90,203
E01002009,Haringey 035D,303,2701,506,8504,109,1406,2606,502,9003,109
E01002061,Haringey 036A,409,2802,704,8002,702,1908,3404,7,88,306
E01002063,Haringey 036B,605,1902,1101,7106,1302,2804,2604,1007,8508,401
E01002064,Haringey 036C,709,2005,1604,6204,2003,3706,2301,1503,8104,508
E01002065,Haringey 036D,508,2505,705,7407,1009,2503,2206,902,8303,606
E01002034,Haringey 037A,1902,902,2405,3508,4201,6402,905,3009,7706,705
E01002038,Haringey 037B,1503,1101,2506,4608,3203,5302,708,3207,7804,706
E01002041,Haringey 037C,1401,1403,2106,4003,3908,5907,1502,2702,7809,802
E01032575,Haringey 037D,1202,1302,2504,3704,4107,6206,10,30,8202,505
E01002755,Islington 001A,1307,15,1804,6307,1605,3603,1501,2304,7401,1009
E01002756,Islington 001B,608,1905,13,7201,1206,2709,2604,1304,8105,609
E01002758,Islington 001C,1203,1308,2007,5406,2103,4504,1106,1908,7901,708
E01002804,Islington 001D,1001,16,1909,5505,2407,4405,1505,1808,7702,807
E01002807,Islington 001E,907,1407,1804,6102,1809,3808,1301,2002,7902,702
E01002811,Islington 001F,1004,1503,1903,5807,2301,4103,1803,2004,8008,701
E01002753,Islington 002A,904,20,1309,6206,1808,3704,1507,1909,8001,609
E01002754,Islington 002B,605,2208,908,7902,708,2008,2704,1008,8605,306
E01002757,Islington 002C,806,20,2105,6604,1401,3306,2506,1606,8407,604
E01002759,Islington 002D,309,2505,1005,7603,905,2307,3008,1502,8203,605
E01002760,Islington 002E,1408,1304,2406,5502,2202,4408,1605,25,7506,10
E01002772,Islington 002F,707,1803,1308,6709,1407,3201,2009,1501,8305,408
E01002735,Islington 003A,605,1909,1207,5904,1805,4006,1106,1404,8001,703
E01002805,Islington 003B,508,2501,1102,7003,1205,2907,1409,1209,8501,604
E01002806,Islington 003C,8,2102,1202,72,1505,28,2601,1402,8003,703
E01002808,Islington 003D,701,2008,1504,7103,1102,2807,2305,1701,8009,7
E01002809,Islington 003E,909,18,1503,6303,1206,3607,2101,15,82,6
E01002810,Islington 003F,908,1603,1509,6006,2009,3904,1908,2002,7902,709
E01002768,Islington 004A,708,19,1207,7404,807,2506,15,1708,8004,707
E01002770,Islington 004B,508,2204,1101,6904,1105,3006,2107,1405,7903,704
E01002771,Islington 004C,1001,1903,1601,6708,1405,3202,1409,1408,8106,702
E01002773,Islington 004D,1208,1508,1504,6002,1701,3908,1109,3202,7001,12
E01002774,Islington 004E,902,1905,1307,6905,1109,3005,1509,1608,8101,6
E01002732,Islington 005A,1402,1406,1709,4905,2509,5005,1004,2403,7209,1103
E01002734,Islington 005B,1302,1102,2307,4303,3105,5607,304,2309,7901,709
E01002736,Islington 005C,1207,1108,1907,4803,28,5107,704,4008,6909,1105
E01002737,Islington 005D,1301,1306,2402,4908,2607,5002,10,2806,7705,809
E01002751,Islington 005E,1302,1408,1604,4903,2603,5007,901,2106,7802,701
E01002742,Islington 006A,304,2701,703,8109,602,1801,29,1004,8807,4
E01002747,Islington 006B,404,20,906,7505,803,2405,2307,1104,8607,406
E01002748,Islington 006C,1107,1504,1506,54,2304,46,1405,1808,79,703
E01002749,Islington 006D,508,2006,20,6301,1602,3609,2109,1702,8402,602
E01033493,Islington 006F,2,4007,3,8206,305,1704,1304,207,9409,7
E01033494,Islington 006G,303,2605,7,7704,806,2206,2801,905,8607,4
E01002730,Islington 007A,903,1806,1103,6703,1008,3207,1607,1507,8202,607
E01002731,Islington 007B,507,2108,808,6508,1005,3402,2202,1208,8601,409
E01002733,Islington 007C,507,2404,1009,7207,805,2703,2801,1102,8508,407
E01002763,Islington 007D,701,2006,703,69,1005,31,1308,1908,7904,705
E01002769,Islington 008A,309,19,706,7402,503,2508,2204,1007,8601,403
E01002785,Islington 008B,606,2107,1104,7605,804,2305,2302,1402,8508,308
E01002788,Islington 008C,508,2307,902,7903,605,2007,2606,907,8408,406
E01002789,Islington 008D,309,2708,705,8407,408,1503,3107,7,89,209
E01002738,Islington 009A,803,23,909,7602,1003,2308,2006,1404,8206,507
E01002741,Islington 009B,1008,1202,20,6408,1904,3502,14,2305,7707,702
E01002743,Islington 009C,602,2307,1304,6708,15,3202,22,1604,83,607
E01002744,Islington 009D,609,2404,606,7807,707,2103,2508,1304,8401,509
E01002752,Islington 009E,705,2209,1604,6408,1305,3502,2206,1709,8301,602
E01002764,Islington 010A,803,2007,1502,6901,1202,3009,1605,2105,8009,7
E01002783,Islington 010B,903,1408,1503,7007,1501,2903,1502,2408,7407,1004
E01002784,Islington 010C,11,1708,1701,6308,1802,3602,1508,2209,7807,707
E01002786,Islington 010D,802,1802,1305,6207,1909,3703,1305,20,8103,707
E01002787,Islington 010E,907,1802,1502,6304,1506,3606,13,1909,77,806
E01002762,Islington 011C,6,2006,903,7506,705,2404,2106,1206,8506,504
E01002767,Islington 011D,802,1502,1804,6505,1406,3405,1607,2302,7801,804
E01033486,Islington 011E,804,1702,1808,6109,1501,3801,1607,21,8005,609
E01033487,Islington 011F,304,2807,701,6005,1008,3905,1508,308,9303,105
E01033488,Islington 011G,903,1807,1301,5906,15,4004,1204,1704,8105,508
E01033491,Islington 011H,707,2003,809,6704,1202,3206,1305,1206,8509,501
E01033492,Islington 011I,207,2601,704,6904,1005,3006,9,306,93,102
E01002777,Islington 012A,601,2208,806,7701,906,2209,2202,1402,8304,604
E01002778,Islington 012B,13,1205,2301,4801,2307,5109,1009,26,7602,8
E01002779,Islington 012C,501,2401,1006,7405,704,2505,2302,904,8608,501
E01002781,Islington 012D,905,1604,1502,6101,22,3809,1702,2109,8006,701
E01002782,Islington 012E,1208,1109,2305,4805,2906,5105,1105,2706,78,804
E01002739,Islington 013A,504,2507,806,8106,506,1804,25,1005,8609,401
E01002740,Islington 013B,3,2601,608,83,5,17,2402,702,9003,208
E01002745,Islington 013C,504,2408,903,7908,603,2002,2606,1009,8502,406
E01002795,Islington 013D,605,2501,1206,6506,1304,3404,1605,1503,8407,507
E01002796,Islington 013E,601,2604,707,7802,601,2108,1705,1503,8008,603
E01002716,Islington 014A,908,1805,2005,6301,15,3609,1106,2308,7902,901
E01002718,Islington 014B,402,2604,506,8205,503,1705,21,1006,8606,4
E01002721,Islington 014C,705,2404,1607,7808,708,2102,2108,1908,8105,607
E01002775,Islington 014D,5,2407,803,77,706,23,2307,1009,8601,409
E01002776,Islington 014E,607,1906,1609,6804,1307,3106,1903,1904,8304,506
E01002780,Islington 014F,706,2105,1208,69,1203,31,2207,14,82,701
E01002708,Islington 015A,605,1703,1401,6509,11,3401,1307,1803,8301,603
E01002712,Islington 015B,1301,1507,1303,6407,1308,3503,1901,2401,77,803
E01002713,Islington 015C,1102,14,1504,6901,1605,3009,1005,3402,6702,1107
E01002765,Islington 015D,1005,1407,2007,5607,1704,4303,804,2006,8201,704
