Codes,Names,over65,Workingage,Couple_househol_ with_dependent_children,Couple_household_without_dependent_children,One_person_household,Other_multi_person_household,Good_health,Fair_health,Bad_health,No_cars,car1,car2,No_qualifications,Level_1_qualifications,Level_2_qualifications, Apprenticeship,Level_3_qualifications,Level_4_qualifications_and_above,Other_qualifications,lntheft
E01002844,Kensington and Chelsea 019A,16.9343066,70.4379562,9.9,23.9,50.6,11.1,89,8.1,2.9,42.8,41.5,12.2,7.5,5.1,7.8,0.8,10.6,57,11.2,3.24053732
E01002845,Kensington and Chelsea 019B,18.0412371,70.0294551,10.2,20.1,54.9,10.4,82.7,12.4,4.9,58.9,30.5,8.4,8.8,5.6,8.4,0.8,10.6,52.6,13.2,2.73850941
E01002846,Kensington and Chelsea 017A,7.14828897,83.3460076,5.9,16.3,55.3,14.9,84.3,9.8,5.9,74.5,22.3,2.9,8,5.9,7.2,0.8,9.3,52.2,16.6,2.94503916
E01002847,Kensington and Chelsea 015B,6.81676048,82.4265166,7.9,24.7,49.4,13.2,88.6,8.9,2.6,64.2,28.8,5.7,6.2,5,6.7,1.1,7.8,60.3,13,3.19418321
E01002848,Kensington and Chelsea 015C,7.37913486,80.7888041,6.9,17.4,53.2,16.1,84.9,9.7,5.5,73.5,23.8,2.6,8.7,7.3,8.2,0.4,8.9,54.7,11.8,2.84348817
E01002849,Kensington and Chelsea 017B,9.37704918,76.4590164,10.9,22.1,44.5,16.5,87.5,8.4,4.1,61.4,32.3,5.1,6.3,4.6,5.8,0.8,8.7,59.6,14.3,3.58533878
E01002850,Kensington and Chelsea 013D,6.54720882,80.7718815,9.8,16.4,45.2,22,87.3,8.6,4.1,64.2,29.5,4.5,6.6,4.5,6.4,0.6,17,50.5,14.3,4.71534336
E01002851,Kensington and Chelsea 015D,14.6163216,75.5785627,5.1,18,56,12.9,76.3,14.7,9,75.7,21.7,2.5,14.1,6.5,7.8,1.2,11.7,42.7,15.9,3.9229256
E01002852,Kensington and Chelsea 001A,9.38155136,68.9203354,14.6,17.2,39.7,10.6,77.7,13.8,8.5,71.3,25.4,2.9,22.4,11,10.9,0.9,9.8,30,15.1,3.86480393
E01002853,Kensington and Chelsea 001B,12.5343092,68.8014639,10.6,21.5,37,11.9,71.7,16.9,11.3,68.9,27.9,3,30.3,10.8,8.8,1.6,10.3,24.3,13.9,2.85551277
E01002854,Kensington and Chelsea 001C,13.9161463,63.6931311,12.5,15.6,37.1,13.7,74.8,16.9,8.2,67.2,29.7,2.7,24.6,12.1,12.6,2,10.5,26.6,11.7,3.64697897
E01002855,Kensington and Chelsea 001D,10.1851852,72.6273148,9.3,18.3,39,17,75.1,14.7,10.2,66.9,27.6,5,23.5,9.1,11.7,0.8,10.6,32.6,11.7,3.77052344
E01002856,Kensington and Chelsea 004E,7.01956272,81.127733,6.7,18.8,50.7,13.6,81.2,11.9,6.8,66.6,28.4,4.6,13.3,7.6,8.4,1.8,9.7,49.1,10.1,3.57439936
E01002857,Kensington and Chelsea 001E,10.5263158,67.5315048,13.6,15.2,37.2,9.8,74.5,15.3,10.2,69.7,27.4,2.6,26.2,12.6,12.1,1.3,10.1,21.1,16.6,2.6963687
E01002858,Kensington and Chelsea 014C,15.23126,74.1626794,5.2,13.1,65.2,6,82.2,13,4.8,74.4,21.6,3.1,14.2,7.8,9.3,1.1,8.1,44.8,14.8,3.53486167
E01002859,Kensington and Chelsea 012C,11.2407862,74.7542998,12.5,24.9,47.6,10.4,92.5,5.4,2.1,50.6,39.8,7.6,5,3.3,6.1,0.3,7.4,61.9,16,4.9198195
E01002860,Kensington and Chelsea 012D,13.3821571,72.7696405,12.1,27.3,44.5,12.1,93.5,4.9,1.7,43.4,39.4,12.7,4,3.8,6.3,0.1,8.7,63.4,13.8,3.08971001
E01002861,Kensington and Chelsea 014D,17.2050562,69.7331461,10.4,24.1,48.8,10.5,87.7,8.4,3.9,50.3,36.6,10.1,8.8,4.5,8.6,0.5,8,59,10.5,4.00323901
E01002862,Kensington and Chelsea 014E,15.5541154,73.1043422,5.8,13.3,64.5,6.7,79.7,12.5,7.8,74,22.6,2.6,17.5,8.4,7.9,1,6.9,43.6,14.8,2.05117808
E01002863,Kensington and Chelsea 012E,15.7529493,71.9639139,10.9,26.8,50.6,9,90.4,7.8,1.8,42.2,43.7,10.5,6.2,4,7.8,0.1,8.4,56.9,16.7,2.52503444
E01002864,Kensington and Chelsea 009A,17.6666667,59.9333333,22.6,23.8,28.1,18.3,89.9,7.7,2.5,32.2,42.9,21,6.9,3.4,7.4,0.4,9.1,58.5,14.3,3.5065579
E01002865,Kensington and Chelsea 011E,10.1229212,67.7512654,23.9,28.3,29.2,11.2,93.2,5.3,1.5,43.6,35.7,14.9,5.8,3.6,7.1,0.3,7.1,57.7,18.4,4.09458556
E01002866,Kensington and Chelsea 009B,6.93807339,76.2614679,11.9,21.7,42.2,13.6,88.5,7.1,4.4,56.1,33,6.7,7.5,5.4,7.6,0.4,8.9,55.5,14.7,2.27703202
E01002867,Kensington and Chelsea 009C,7.31953559,76.022211,12.1,18.1,45.3,14,86.1,8.7,5.2,55.8,38,5.4,8.5,5.3,5.9,0.6,9.8,56.6,13.3,3.44353262
E01002868,Kensington and Chelsea 009D,15.2542373,67.8571429,18.1,27.9,36.8,13.4,91.8,6.2,2.1,28.6,48.1,18.2,4.4,3.3,7.7,0.7,7.7,62.7,13.5,1.80059842
E01002869,Kensington and Chelsea 009E,10.2189781,74.1871267,10.8,23.4,44.3,13.8,86.9,8.7,4.4,57.3,34,7.7,8.4,5.1,5.7,0.4,7.7,62.4,10.2,3.25344073
E01002870,Kensington and Chelsea 005A,15.007215,68.037518,9.7,11.7,52.2,10.1,73.6,15.8,10.6,70.9,25.4,3.6,25.9,12.9,11.5,1.9,9.8,28.3,9.6,3.81671283
E01002871,Kensington and Chelsea 007B,12.3442136,69.0207715,19,28.7,35.7,11.5,92.3,5.9,1.8,37.2,42.9,15.9,5,4.3,7.7,0.4,10,62.4,10.1,3.62136916
E01002872,Kensington and Chelsea 005B,24.3430152,58.0912863,11.8,19.1,49.2,7.4,74.4,16.5,9.1,58.1,34.4,6.1,29.1,8.4,8.2,1,7.7,35.6,10,2.67572131
E01002873,Kensington and Chelsea 007C,12.7723516,69.797145,15,25.6,41.1,9.2,86.8,8.9,4.4,47.6,35.6,14.4,12.1,5.8,7.8,0.5,8.2,57.4,8.2,2.60444122
E01002874,Kensington and Chelsea 007D,8.06115358,73.2453092,15,22.7,37.8,14.5,88.7,7,4.3,54.5,33.2,10.5,9.1,6,7.4,0.2,8.4,59.3,9.7,2.2751089
E01002875,Kensington and Chelsea 007E,16.6426513,68.0835735,12.2,22.3,46.7,13.4,90.1,7,3,44.1,37.2,13.1,5.5,4.8,7.6,0.3,8.9,62.3,10.6,2.71665858
E01002876,Kensington and Chelsea 003A,14.3764434,66.6281755,16.4,19.4,37.5,15.2,84.8,10.3,5,42.2,42.3,13.3,13.7,7.6,9.1,1.1,11.4,50.5,6.7,2.62877702
E01002877,Kensington and Chelsea 003B,9.8245614,65.7309942,18.9,15.8,26.9,12.4,78.1,13,8.9,58.7,32.5,7.7,21.1,12.7,11.9,0.9,12,29.5,11.9,3.27016912
E01002878,Kensington and Chelsea 003C,11.4180479,74.7084101,8.4,19.1,49.5,12.9,79.4,12.8,7.8,61.6,32.8,5.1,14.3,7.6,8.1,0.8,7.9,50.1,11.2,3.82952178
E01002879,Kensington and Chelsea 005C,12.3691099,67.8010471,11.5,16.8,42.6,10.9,77.4,13.5,9,70.6,26.2,2.6,19.9,9.9,12.2,1.4,9.6,34.1,12.8,3.28961238
E01002880,Kensington and Chelsea 005D,10.0649351,68.0519481,14.9,12.7,38.1,11,75.1,15.3,9.7,71.2,26.3,2.5,25,11.2,10.6,1.1,12.6,25.4,14.1,3.61126885
E01002881,Kensington and Chelsea 005E,10.0143062,67.739628,14.7,20.4,31.1,13.4,78.6,14,7.4,57.9,36.8,4.4,24.7,11,11,1.5,9.2,28.9,13.6,2.43754608
E01002882,Kensington and Chelsea 006A,13.9430285,69.6401799,10.1,17.6,53.3,11.1,85.2,11.3,3.5,53.9,35.6,7.3,9,5.6,7.8,0.9,8.7,58.7,9.4,4.38464689
E01002883,Kensington and Chelsea 006B,16.9934641,68.5729847,17.3,25.9,38.2,13.1,87.5,8.2,4.3,50.2,37.5,10.3,7.8,3.8,7.2,0.4,9.1,61.1,10.5,4.59090774
E01002884,Kensington and Chelsea 006C,7.69779045,82.1810406,8,19.6,58.7,9.9,89.2,7.6,3.1,67.7,26.3,5.2,4.7,3.3,5.4,0.6,15,57.1,13.9,4.91888257
E01002885,Kensington and Chelsea 006D,7.02210663,83.420026,6.1,21.5,57.6,10.8,91.9,5.9,2.2,72.9,24.3,2.5,4.4,3.4,5.7,0.4,8,64.1,14.1,3.55850118
E01002886,Kensington and Chelsea 006E,12.4677003,71.5762274,14.2,24.6,47.2,10.1,91.1,6.6,2.3,48.9,36,12.9,5.5,3.2,6.1,0.6,8.5,62.4,13.8,3.85349567
E01002887,Kensington and Chelsea 010A,9.27908637,79.9428979,8.7,20.8,55.5,12.8,93.4,5.1,1.5,58.9,32.8,5.9,3.8,2.2,4.7,0.3,9.8,67.8,11.4,3.15932129
E01002888,Kensington and Chelsea 013E,7.84408085,83.0606352,9.1,19.1,52.7,17.1,93,5,2.1,64.2,30.6,4.4,2.7,2,4.9,0.4,13.3,64.1,12.6,3.00626373
E01002889,Kensington and Chelsea 010B,12.5879593,74.6677091,15,23.5,47.2,11.4,89.9,6.5,3.6,49.2,42,6.4,5.3,3.2,7.4,0.7,14.4,54.7,14.2,5.15659886
E01002890,Kensington and Chelsea 010C,13.8520971,62.5275938,25,26.8,27.4,16.6,92.6,5.7,1.7,30.2,43.1,22.3,5.1,3,7,0.4,7.8,61.6,15.1,2.70140566
E01002891,Kensington and Chelsea 010D,8.29875519,75.7261411,13.2,22.7,44.6,13.8,93.2,5.7,1.2,49.9,39.3,8.5,4.7,4,6,0.2,9.8,60.1,15.2,2.57563786
E01002892,Kensington and Chelsea 010E,5.67995631,80.5024577,14.5,20.7,47.4,14.5,94.3,4.6,1,53.9,36.8,8.2,2.4,2.8,4.9,0.7,13.1,60.1,15.9,3.24528534
E01002893,Kensington and Chelsea 017C,10.4225352,78.084507,9.1,19.6,50.1,15.4,87,8.4,4.6,59.8,33.2,6.1,8.3,3.9,7.8,0.9,11.8,55.3,11.9,1.72878467
E01002894,Kensington and Chelsea 017D,8.07142857,80.1428571,9.2,21.7,49.3,14.4,90.1,6.7,3.2,61.1,33.2,4.8,3.3,3.5,4.5,0.6,10.8,65.7,11.7,3.2470467
E01002895,Kensington and Chelsea 020B,11.1111111,67.7419355,18.5,25.4,36.9,13.6,93.9,4.6,1.5,39.3,37.7,18.9,4,2.5,8.8,0.3,9.1,63,12.3,3.47376807
E01002896,Kensington and Chelsea 020C,7.99086758,76.9977169,14.7,21.5,44.2,15.8,93.9,5,1.1,45.9,41.6,10.1,3.8,3.8,6.1,0.5,9.3,65.7,10.8,2.38368099
E01002897,Kensington and Chelsea 020D,9.13242009,79.2998478,8.2,20.8,48.9,15.2,87.1,8.4,4.6,54.9,35.2,7.7,6.4,4.3,7.2,0.4,12.7,56.5,12.4,3.12812146
E01002898,Kensington and Chelsea 017E,14.2945929,65.9415786,18.5,23.5,41,12.2,91.3,7,1.7,47.9,39.1,10.3,4.7,3.3,6,0.4,8.8,57.6,19.2,2.99012303
E01002899,Kensington and Chelsea 018A,18.7453875,69.3726937,9,21.2,53.9,7.8,82.4,11.1,6.5,61.2,29.4,6.9,12.3,6,10.5,0.8,11.1,47.3,12,3.77373599
E01002900,Kensington and Chelsea 018B,13.7762238,71.2587413,12.5,26.7,41.9,14.7,93.4,5.4,1.3,30.8,46.9,15.5,4.6,4.2,9.5,0.5,11.7,59.7,9.8,2.4755389
E01002901,Kensington and Chelsea 018C,41.68,48.64,9.3,19.3,61.1,5.5,75.8,19.3,4.9,45.7,37,14.3,18.3,5.4,7.3,2.1,7.9,46.9,12,2.2617631
E01002902,Kensington and Chelsea 018D,14.7887324,74.7065728,8,24.3,54.5,7.6,89.1,7.9,3,55.4,36.6,6.7,7,5.4,8.9,0.1,8.9,58.2,11.5,5.03154198
E01002903,Kensington and Chelsea 018E,15.4659617,67.547918,17.1,32.4,36.3,10.6,94.8,4,1.2,28.8,47.3,19,4.3,2.9,6.9,0.4,9.1,66.6,9.8,4.12920035
E01002904,Kensington and Chelsea 002A,9.29241262,69.6504689,12.8,11.3,43.1,9,74.7,16.3,9,62.4,32.3,4.6,25.3,14.5,15.3,1.6,10.7,21,11.7,2.03766001
E01002905,Kensington and Chelsea 002B,9.94897959,69.6428571,14.3,15.8,40.2,11.9,77.7,13.8,8.5,60.6,33,5.2,24.6,11.1,12.9,1.3,10.3,29.6,10.3,2.49463806
E01002906,Kensington and Chelsea 002C,14.7531231,67.8167757,12.3,17,38.8,16.3,75.4,15.6,8.9,57.6,34.8,6.6,24.9,11,11.5,1.9,9.6,32.6,8.6,3.09152906
E01002907,Kensington and Chelsea 002D,11.4098837,60.6104651,18.1,12.3,31,9.1,76.2,14.5,9.3,61.9,33.8,4.4,30.1,13.1,11.4,1.4,10.8,20.9,12.3,2.16572591
E01002908,Kensington and Chelsea 003D,11.7900791,70.1653487,15.6,19.9,37.5,15.3,82.5,12.1,5.5,50.5,39.7,9.1,17.1,7.6,9.5,1.4,9.5,44.7,10.2,2.50319043
E01002909,Kensington and Chelsea 003E,10.0278552,76.7873723,9.7,19,50.2,11.8,83,11.2,5.8,59.4,34.5,5.1,13.1,6.9,8,0.9,9.6,51.1,10.4,2.81619236
E01002910,Kensington and Chelsea 019C,19.8847262,66.8587896,10.7,19,56.6,8.1,85.2,10.7,4.1,50.5,36.9,8.9,10.2,5.5,8.8,0.5,9.1,51.2,14.8,2.38018634
E01002911,Kensington and Chelsea 019D,8.29800121,73.8946093,16.3,23.6,40.7,15,95.5,3.3,1.2,34.8,45.9,15.6,3.8,3.2,7.1,0.4,11.3,60.1,14.1,3.71812654
E01002912,Kensington and Chelsea 020E,17.3964497,70.4733728,10.5,19.3,45.4,17.2,86.4,9.1,4.5,50.9,38.6,8.9,7.9,4.5,8.4,0.5,9.3,58.1,11.4,4.04998245
E01002913,Kensington and Chelsea 021E,9.0813094,75.2903907,12.4,20.5,45.1,14.6,88.4,6.8,4.9,47.1,42.4,8.3,9,5.8,8.9,0.4,9.9,52.9,13,2.76250639
E01002914,Kensington and Chelsea 019E,19.7570332,66.4961637,13.1,24.6,46.4,10.4,88.3,8.4,3.3,49.4,34.5,12.8,5.7,3.7,10.7,1,8.6,57.9,12.5,4.15792354
E01002916,Kingston upon Thames 014B,17.1177267,63.3964817,28.3,37.1,18.7,10.6,85,12,3,11.9,42.3,34.6,13.6,11.1,16.3,2.8,12.1,34.6,9.5,1.68875172
E01002917,Kingston upon Thames 014C,17.7523264,62.6342162,28.4,38.2,17.5,9.5,86.3,10.7,3,11.1,40.8,36.8,14.7,10.9,15.5,4.2,13.4,35.6,5.8,0.3588201
E01002918,Kingston upon Thames 017A,9.38566553,64.9032992,30.2,24.9,18.2,10.7,86.6,10.6,2.7,17.1,49.3,28,18.8,16.7,15.2,2.5,12.6,25.1,9.3,0.53443549
E01002919,Kingston upon Thames 017B,12.4340176,66.8035191,18.8,25.1,27.8,14.1,84.5,11.2,4.3,28,47.1,19.4,16.2,13.4,15.2,3,12.9,27.9,11.3,3.29507629
E01002920,Kingston upon Thames 014D,16.8329177,61.2219451,31.4,35.1,21.9,7.8,86.8,9.4,3.7,12,45.5,33.6,15.7,8.8,12,2.6,13,42.9,5.1,1.31925896
E01002921,Kingston upon Thames 011A,9.90353698,79.7427653,9.8,23.8,47.3,14.4,85.1,11.1,3.7,43.5,45.6,9.3,9.2,6.2,7.5,1.2,12.6,55.2,8.1,2.26657466
E01002922,Kingston upon Thames 010A,17.3406863,66.1151961,21.8,31.2,34.9,7.6,87,9.4,3.6,23.4,48.6,22.5,10.3,5.5,10.4,1.8,12,53.7,6.3,1.58963529
E01002923,Kingston upon Thames 013A,18.9808917,66.6242038,9.3,17.5,49.4,12.6,75,16.8,8.2,52.1,36.8,7.9,24.3,9.6,11.2,2.2,17.5,26.8,8.4,2.6844186
E01002924,Kingston upon Thames 014E,18.8235294,58.7581699,30.5,40,19.6,4.1,87,10.2,2.8,10.9,44.3,35.9,8.5,7.8,13.2,2.2,9.6,53.3,5.3,0.26787945
E01002925,Kingston upon Thames 013B,10.5263158,74.5510836,16.8,27,43.2,7.4,86.3,9.2,4.5,30.8,53.8,12.7,9.5,5.9,9.8,1.2,10.5,57.2,5.8,2.0856144
E01002926,Kingston upon Thames 010B,14.0065147,62.8013029,30.7,27.8,25.4,7.5,87.6,10.4,2,18.3,49.8,24.6,9.2,9.7,13.3,1.5,17.1,43.8,5.4,2.13641898
E01002927,Kingston upon Thames 008A,16.066838,65.0385604,23.6,27.7,30.5,10.6,82.6,13.3,4,23,48.5,23.1,17.8,9.3,12.5,2.1,11.7,36.2,10.3,1.16731949
E01002928,Kingston upon Thames 008B,17.5187032,65.2119701,18.6,24.7,37.3,11.1,82.3,12.3,5.4,34.4,45.3,16.8,17.9,8,11.3,1.4,9.3,42.1,9.9,2.78559603
E01002929,Kingston upon Thames 007A,14.513166,65.4011023,27.9,33.7,24.4,8,88.5,9.1,2.3,17,49.3,25.8,7.7,7.4,11.7,1.8,10.6,52.6,8.2,2.8417857
E01002930,Kingston upon Thames 007B,12.5804564,68.8121709,21.4,25,26.8,16.1,84.9,10.6,4.4,35.1,47.6,14.3,17.3,9.2,12.1,1.5,9.8,40.9,9.2,4.58208541
E01002931,Kingston upon Thames 007C,10.5945946,65.8918919,31.8,29.7,18.5,10.9,86.9,9.5,3.6,20.2,52,22.5,11.2,8.2,11.2,2,11.2,48.1,8,2.52030858
E01002932,Kingston upon Thames 006A,7.17131474,67.9567445,24,17.4,29.6,11.2,82.5,10.9,6.6,33.2,49.7,14.5,19.6,11.6,13.3,2.2,13.4,29.6,10.3,2.52743464
E01002933,Kingston upon Thames 004A,13.1829574,63.2080201,26.3,19.3,33.8,9.3,83.8,11.1,5.1,38.7,45.4,14.1,17.1,9.3,11.4,1.9,12.1,42.8,5.6,1.61194104
E01002934,Kingston upon Thames 004B,7.08401977,67.8198792,39.8,29.3,17.3,7.9,91.8,6,2.3,14.5,55.3,26.2,8.3,7.4,9.6,1.7,10.9,57.8,4.3,2.73281871
E01002935,Kingston upon Thames 003A,6.55367232,78.700565,17.4,28.6,31.4,17.4,90.7,6.9,2.4,35,48,14.7,6.5,6.4,10.3,1.1,15.2,53.7,6.8,2.86300766
E01002937,Kingston upon Thames 004D,7.86581839,66.3967611,38.1,24.8,22,10.2,91.8,6.7,1.5,17.7,60.2,20.5,10,6.5,8.3,1.2,11.6,57.9,4.4,1.75504189
E01002938,Kingston upon Thames 003B,10.3875969,64.9095607,32.2,27.4,25.1,7.8,90.5,6.5,3,19.8,57.2,19.7,9,6.6,8.9,2,10.9,56.9,5.7,1.64247777
E01002939,Kingston upon Thames 018A,10.5943152,68.6046512,25.1,26.3,26.1,11.6,84.2,11.6,4.1,19,47.6,26.3,20,14.7,16.6,3.6,12.4,25,7.7,3.39167762
E01002940,Kingston upon Thames 020A,13.4177215,63.2278481,26,26.8,23.3,7.3,83.3,12,4.7,22.2,42.7,28,23.4,17.4,15.7,4.3,11.1,21.3,6.8,1.33433462
E01002941,Kingston upon Thames 018B,22.1250841,62.273033,20.5,32.8,31.2,8,79.5,15.3,5.2,24.4,38.5,27.1,21.6,13.7,17.5,4.1,11.1,25.9,6.1,2.82211516
E01002942,Kingston upon Thames 018C,16.5693431,64.3065693,24.1,37.7,21.3,7.3,81.8,13.4,4.8,12.3,44.1,32.4,21.8,14.6,16.8,5.1,13,24,4.8,0.78380155
E01002943,Kingston upon Thames 020B,12.6790831,66.260745,22.9,29.2,22.5,10.3,82.3,12.6,5.1,22.7,38.5,27.4,25,18,15.2,4.1,13.2,18.9,5.6,-0.333611
E01002944,Kingston upon Thames 019A,11.3970588,64.8529412,25,31.5,22.6,7.7,86.5,10.6,2.9,13.2,47.8,30.3,20,19.1,17.7,3.7,12.3,21.4,5.8,1.63842545
E01002945,Kingston upon Thames 019B,12.6363053,67.4150096,22.9,31.5,27.3,7.9,86.1,11.2,2.7,16.3,47.6,26.9,20.1,17.2,15.9,4.5,12.7,24.8,4.7,0.94224977
E01002946,Kingston upon Thames 019C,14.0186916,68.024032,21.2,37.3,20.9,8.1,84,12.2,3.7,10.1,44.6,34.5,17.9,17.1,18.6,3.7,13.1,24.5,5,0.98216348
E01002947,Kingston upon Thames 019D,14.0024783,66.1090458,27.5,37.2,19.6,6.9,87,10.7,2.3,10.2,45.9,31.8,18.3,17.9,18.4,3.9,13.4,23.1,5,0.21443161
E01002948,Kingston upon Thames 020C,13.5996196,64.6219686,26.5,29.3,23.5,7.9,83.2,11.9,4.9,15.1,45.3,30.5,19.3,15,17.1,2.8,12.6,27.5,5.8,3.67547571
E01002949,Kingston upon Thames 020D,12.9967777,64.4468314,27.5,32.5,22.6,8.4,86,10.6,3.3,12.1,42.4,33.5,17,15,17.8,3.9,12.6,28.6,5.1,2.15093754
E01002950,Kingston upon Thames 020E,13.7218045,65.1629073,20.4,24.6,33.9,5.7,82.9,12.6,4.5,27.7,47.8,19.2,22.3,17.2,15.5,3.7,12.2,22.2,6.9,1.14193741
E01002951,Kingston upon Thames 003C,14.0686922,67.1070013,21.3,31.3,26.9,12.3,89.8,7.9,2.3,18.9,53.2,23.1,4.7,6.9,9.3,0.7,13.5,56.1,8.8,1.98314012
E01002952,Kingston upon Thames 002A,17.0019468,61.6482803,28.8,36,16.3,12.8,88.5,8.8,2.7,6.8,28,39.9,7.8,5.5,11.3,0.7,9.1,54,11.6,2.40078179
E01002953,Kingston upon Thames 002B,14.2966361,66.5902141,25.6,29.8,19.9,19.2,87.9,8.2,3.9,13.2,35.3,31.8,9.3,7.4,10.4,0.9,13.3,50.2,8.6,2.86699496
E01002954,Kingston upon Thames 003D,18.0760279,66.0977502,16.1,20.4,40.2,14.2,81.5,14.6,3.9,41.9,43.2,11.5,13.9,5.3,8,0.8,11.4,52.5,7.9,3.92052055
E01002955,Kingston upon Thames 002C,13.5076253,69.9346405,21.8,27.9,24.4,18.5,85.4,10.9,3.7,17.7,42.3,28.1,13.8,9.5,10.5,2.3,15.3,37.7,11,1.87731736
E01002956,Kingston upon Thames 002D,17.1942893,67.3494724,26.8,32.5,20.6,9.8,86.9,9.7,3.4,9.4,38.2,34.8,11.6,6.4,10.6,0.5,24.9,34.6,11.5,2.00805155
E01002957,Kingston upon Thames 003E,7.92079208,68.5497962,19.6,14.8,22.4,26.8,86.2,10.5,3.3,42.8,38.5,14.8,13.7,8.8,12.3,1.1,23.1,30.1,10.9,2.09847875
E01002958,Kingston upon Thames 008C,9.16666667,68.5119048,27.8,28.7,25,9.9,89,8.3,2.7,18.8,55.5,21.5,11,10.4,11,2.5,12.5,46.7,5.8,1.09064412
E01002959,Kingston upon Thames 002E,17.9344033,60.5722261,35.5,36.5,16.1,7.3,88.9,8.4,2.7,4.4,39.5,41.5,7.2,6.7,11.5,0.9,8.3,58,7.6,1.43198932
E01002960,Kingston upon Thames 006B,14.1979103,64.5974186,28.9,31.2,20.2,13.4,86.9,10.1,3,18.1,46.2,29.6,9.9,7.7,11.2,1.2,12.6,48.8,8.6,2.22131237
E01002961,Kingston upon Thames 008D,13.8857143,64.5714286,35.3,32.5,15.9,9.9,87.6,9.5,2.9,11.8,45.6,32.2,9.6,7,11.7,1.7,11.5,52.4,6.2,1.74296931
E01002962,Kingston upon Thames 006C,11.7801047,65.7068063,26.8,27.2,17.2,14.9,81.6,13.4,5,20.7,46.6,24.7,20.9,11,12.2,2.2,10.8,31.8,11.1,2.40925365
E01002963,Kingston upon Thames 007D,13.2794457,68.1293303,20.7,23,37,11.3,87.2,9.9,2.9,35.7,50.5,12,12.1,8.2,10.8,1.2,10.2,46.7,10.9,1.24248266
E01002964,Kingston upon Thames 005A,10.6678619,76.064545,13.3,17.8,43.9,16.7,84.9,10.9,4.2,46,42.7,9.2,12.8,7.6,9.4,1.2,24.3,36.3,8.4,3.90708029
E01002965,Kingston upon Thames 009A,11.2688172,78.3225806,10.3,22.9,35.9,23.5,87.5,8.8,3.7,37,50,10.6,8.8,4.8,9.9,1.5,24.5,43.3,7.2,3.37578767
E01002966,Kingston upon Thames 010C,7.38219895,73.2460733,24.3,23.4,27.4,17.3,88.2,8.1,3.7,29.7,46.4,20.2,10.3,6.4,10.1,0.8,17.5,49.4,5.5,2.6109933
E01002967,Kingston upon Thames 009B,12.1097955,76.2648009,11.2,30.7,39.1,13.7,88.3,8.1,3.6,31.8,53.5,12.8,6.4,5.2,8,1,12,60.3,7.1,2.55855319
E01002969,Kingston upon Thames 005B,10.1830664,68.0778032,15.2,15.1,35.8,12.7,78.6,13.7,7.7,59,32.8,7.3,29.4,15.2,12.4,1.2,12.1,18.5,11.2,2.27474107
E01002970,Kingston upon Thames 006D,9.39086294,71.1294416,20.9,20.9,22.6,18.9,83.3,12.1,4.6,30.5,46.8,19.5,22.1,10.1,12.4,1.7,15,28.1,10.6,1.62455155
E01002971,Kingston upon Thames 005C,8.54300761,73.9613809,21.4,25.5,27.5,18.6,87.8,8.6,3.6,29.2,55.7,12.8,11.5,7.7,9.1,0.9,16,49.1,5.7,1.86198687
E01002972,Kingston upon Thames 005D,9.17634052,77.9988944,13.4,25.8,33.2,19.1,87.2,9.6,3.2,43.2,45.9,9.9,12,7.8,9.4,1.2,17.6,43.7,8.4,3.01814371
E01002973,Kingston upon Thames 006E,7.43440233,70.1895044,22.6,22.6,20.4,17.4,83.3,11.7,5,29.7,46.7,19.4,21.4,12.5,13.9,1.6,12.6,24.7,13.3,2.57410223
E01002974,Kingston upon Thames 005E,9.40306392,70.945589,22.9,26,25.8,15.8,86.5,9.8,3.7,35.3,46.7,14.2,12.4,9.5,10.9,0.9,13.8,44.9,7.6,2.25220889
E01002975,Kingston upon Thames 012A,16.871832,62.1288921,28.2,32.9,16.4,11.4,85.4,11.2,3.4,14.1,41.2,33.3,13.4,12,12.9,2.3,12,38.8,8.6,1.97977722
E01002976,Kingston upon Thames 015A,14.3288996,63.4824667,27.6,34.2,21.1,8.7,86.9,10.3,2.8,15,47.7,29,17.7,15.7,15.5,2.9,9.7,30.6,7.9,0.59541569
E01002977,Kingston upon Thames 012B,15.301853,62.1040048,19.6,27.8,27.5,10.2,82.1,13,4.9,27.4,43.6,22.3,21.6,14.9,15.1,2.8,10.8,25.7,9.1,1.97028823
E01002978,Kingston upon Thames 015B,17.2061329,67.120954,21.5,38.5,22.8,10.2,87.6,9.6,2.8,15.4,41.4,30.8,13.1,11.6,14,4,11.1,39.1,7.1,2.37855715
E01002979,Kingston upon Thames 015C,12.4596514,68.2375726,20.8,35,27.7,8.5,87.5,9.7,2.8,13.2,46.3,30.5,11.5,12.6,14.1,3.4,12.3,39,7,0.66100273
E01002980,Kingston upon Thames 012C,18.0467091,63.2696391,25.9,40.7,14.3,10.2,83.7,13,3.4,9.1,43.6,34.9,17,12,14.3,3.7,11.3,33.3,8.4,1.44604437
E01002981,Kingston upon Thames 012D,15.8678756,64.119171,28,33,19.3,12.4,84.9,11.9,3.2,9.7,41.1,35.1,13.1,9.5,15.5,3,10.9,37.9,10.2,0.95191791
E01002982,Kingston upon Thames 015D,23.713491,59.45758,20.5,34,24.8,11.4,80.6,14.2,5.2,17.2,43.3,29.8,20.8,9.9,13.5,2.9,11,33.1,8.8,-0.3632533
